OID_,WATERRIGHTID,X,Y,PODID,POUID,PERMITCODE,PODRATE,USECODE,PRIORITYDOY,YEAR,BEGINDOY,ENDDOY,REACHCOMID,LENGTH_OR_COMID,SPECIAL,CERTIFICATE
362,85579,506369.1058,4888188.488,274,69728,2,0.19,16,224,1960,1,365,23774057,1028,0,-99
363,85579,506431.6245,4888224.253,275,69728,2,0.19,16,224,1960,1,365,23773613,1398,0,-99
330,83075,518029.9958,4877808.655,276,66888,2,0.01,16,231,1960,1,365,23774489,5105,0,-99
331,83076,511062.5461,4890889.016,277,66889,2,0.19,16,25,1961,1,365,23773531,1708,0,-99
324,82785,501819.2799,4886147.43,278,66572,2,0.01,16,45,1961,1,365,23774145,2925,0,-99
365,86449,507301.2821,4892372.606,279,70748,2,0.03,16,45,1961,1,365,23773981,2219,0,-99
328,82981,509191.8407,4891910.156,280,66786,2,0.19,16,72,1961,1,365,23773601,3173,0,-99
335,83191,531166.8634,4886402.842,281,67017,2,0.01,16,89,1961,1,365,23772861,452,0,-99
348,84395,507766.665,4879631.149,282,68384,2,0.34,16,89,1961,1,365,23772769,3540,0,-99
389,87400,525685.319,4884003.07,283,,2,0.03,16,101,1961,1,365,23774985,1894,0,-99
336,83192,507868.5365,4888156.104,284,67018,2,0.3,16,103,1961,1,365,23773527,2878,0,-99
364,85833,504312.5467,4879002.285,285,70027,2,0.2,16,128,1961,1,365,23772765,1003,0,-99
175,43309,502860.2036,4879787.497,286,-22,2,183,1024,165,1961,1,365,23772751,34,0,-99
354,84845,514668.3875,4900806.918,287,68883,2,0.06,16,170,1961,1,365,23773639,6061,0,-99
396,88373,517506.6238,4879130.504,288,72974,2,0.13,16,195,1961,1,365,23772801,2288,0,-99
397,88373,517554.7764,4878674.992,289,72974,2,0.13,16,195,1961,1,365,23774489,5105,0,-99
398,88373,517426.7006,4878529.927,290,72974,2,0.01,16,195,1961,1,365,23774489,5105,0,-99
399,88373,517510.7222,4878152.31,291,72974,2,0.23,16,195,1961,1,365,23774489,5105,0,-99
367,86571,536793.8476,4886935.816,292,70889,2,0.01,16,208,1961,1,365,23772885,2316,0,-99
368,86571,536929.4487,4886748.681,293,70889,2,0.03,16,208,1961,1,365,23772885,2316,0,-99
329,83066,513664.9656,4878495.895,294,66878,4,0.03,16,223,1961,60,304,-99,-99,0,-99
381,87176,519984.4585,4880590.482,295,71590,2,0.44,16,348,1961,1,365,23775147,481,0,-99
378,87051,505857.0544,4884274.556,296,71450,2,0.96,16,360,1961,1,365,23773519,819,0,-99
379,87051,504634.2087,4883331.215,297,71450,2,0.96,16,360,1961,1,365,23773515,1250,0,-99
337,83193,526359.3649,4884285.84,298,67019,2,0.08,16,9,1962,1,365,23774985,1894,0,-99
338,83193,526261.1028,4884292.683,299,67019,2,0.08,16,9,1962,1,365,23774985,1894,0,-99
345,84189,526379.8098,4884202.083,300,,2,0.02,16,11,1962,1,365,23774985,1894,0,-99
402,88778,526315.0954,4884220.217,301,,2,0.01,16,36,1962,1,365,23774985,1894,0,-99
394,87748,513405.356,4894671.762,302,72258,2,1.38,16,37,1962,1,365,23773555,1015,0,-99
395,87748,513721.3283,4895338.393,303,72258,2,1.38,16,37,1962,1,365,23773557,301,0,-99
346,84190,508270.5675,4877942.557,304,68154,2,0.19,16,50,1962,1,365,23774389,2595,0,-99
347,84190,508388.5108,4878153.744,305,68154,2,0.05,16,50,1962,1,365,23774389,2595,0,-99
370,86650,507506.2931,4887122.389,306,70978,4,0.11,16,57,1962,60,304,-99,-99,0,-99
351,84841,495893.8028,4883659.988,307,68878,4,0.39,16,85,1962,60,304,-99,-99,0,-99
355,84958,526652.0649,4884758.893,308,69007,2,0.17,16,86,1962,1,365,23774265,3849,0,-99
356,84958,526658.2524,4884302.839,309,69007,2,0.17,16,86,1962,1,365,23774983,2696,0,-99
357,84960,526652.0526,4884759.294,310,69010,2,0.13,16,86,1962,1,365,23774265,3849,0,-99
358,84960,526656.1363,4883913.967,311,69010,2,0.13,16,86,1962,1,365,23772829,1608,0,-99
467,97377,507195.8705,4886930.44,312,,2,0.52,16,88,1962,1,365,23773525,915,0,-99
507,100136,507283.8415,4887184.138,313,86832,2,0.05,16,88,1962,1,365,23773527,2878,0,-99
392,87554,512102.225,4892356.265,314,72036,2,0.13,16,122,1962,1,365,23773533,2802,0,-99
601,112094,501961.1985,4881505.559,315,127372,-99,20,2048,144,1962,1,365,-99,-99,0,-99
602,112120,533827.0569,4888214.644,316,127398,-99,20,2048,144,1962,1,365,-99,-99,0,-99
603,112121,496368.4737,4884295.276,317,127399,-99,1025,2048,144,1962,1,365,-99,-99,0,-99
604,112122,542451.636,4885871.179,318,127400,-99,1400,2048,144,1962,1,365,-99,-99,0,-99
605,112123,552402.6645,4889094.759,319,127401,-99,30,2048,144,1962,1,365,-99,-99,0,-99
606,112124,556429.9602,4889867.682,320,127402,-99,200,2048,144,1962,1,365,-99,-99,0,-99
343,83998,525702.1163,4883876.974,321,67936,2,0.01,16,159,1962,1,365,23774985,1894,0,-99
344,83998,525858.101,4883891.28,322,67936,2,0.01,16,159,1962,1,365,23774985,1894,0,-99
390,87401,525704.257,4884000.178,323,,2,0.01,16,159,1962,1,365,23774985,1894,0,-99
366,86570,530757.9473,4886244.939,324,70887,2,0.18,16,166,1962,1,365,23772857,2359,0,-99
376,87006,506001.7458,4884619.83,325,71393,2,0.61,16,170,1962,1,365,23773519,819,0,-99
387,87395,567892.6955,4891280.816,326,71844,4,0.06,16,192,1962,60,304,-99,-99,0,-99
382,87300,509024.8216,4892645.077,327,71737,2,0.06,16,221,1962,1,365,23773601,3173,0,-99
383,87300,509163.0187,4892710.153,328,71737,2,0.01,16,221,1962,1,365,23773601,3173,0,-99
384,87300,509075.8408,4892722.725,329,71737,2,0.01,16,221,1962,1,365,23773973,1505,0,-99
377,87007,510914.2236,4879776.244,330,71394,2,0.03,16,260,1962,1,365,23773625,6334,0,-99
380,87055,512422.5567,4876536.602,331,71455,2,0.01,16,362,1962,1,365,23774473,2528,0,-99
388,87396,551038.0878,4888749.495,332,71845,4,0.01,16,10,1963,60,304,-99,-99,0,-99
410,90327,503289.3922,4883211.08,333,,2,0.01,16,276,1963,1,365,23774205,1732,0,-99
411,90327,503309.679,4883041.856,334,,2,0.01,16,276,1963,1,365,23774205,1732,0,-99
492,98816,553011.6476,4889587.708,335,,2,0.01,16,337,1963,1,365,23773403,984,0,-99
556,105056,532570.2475,4885925.696,336,,2,0.02,16,30,1964,1,365,23773717,5418,0,-99
391,87405,553383.2209,4889929.893,337,71854,2,0.005,16,115,1964,1,365,23773405,1740,0,-99
393,87644,517109.6091,4898192.367,338,72138,2,0.45,16,146,1964,1,365,23773903,2293,0,-99
375,86965,504312.9274,4879002.296,339,71343,2,0.21,16,162,1964,1,365,23772765,1003,0,-99
24,1920,552497.8282,4889114.566,363,127085,-99,30,2048,174,1964,1,15,-99,-99,0,-99
25,1925,496641.4086,4884205.808,364,127090,-99,1025,2048,174,1964,1,15,-99,-99,0,-99
70,1926,542354.0752,4885863.376,409,127091,-99,1400,2048,174,1964,1,15,-99,-99,0,-99
91,1934,556386.0202,4889775.477,430,127099,-99,200,2048,174,1964,1,15,-99,-99,0,-99
21,1920,552497.8282,4889114.566,360,127085,-99,30,2048,174,1964,15,31,-99,-99,0,-99
34,1925,496641.4086,4884205.808,373,127090,-99,1025,2048,174,1964,15,31,-99,-99,0,-99
67,1926,542354.0752,4885863.376,406,127091,-99,1400,2048,174,1964,15,31,-99,-99,0,-99
88,1934,556386.0202,4889775.477,427,127099,-99,200,2048,174,1964,15,31,-99,-99,0,-99
22,1920,552497.8282,4889114.566,361,127085,-99,30,2048,174,1964,32,46,-99,-99,0,-99
31,1925,496641.4086,4884205.808,370,127090,-99,1025,2048,174,1964,32,46,-99,-99,0,-99
71,1926,542354.0752,4885863.376,410,127091,-99,1400,2048,174,1964,32,46,-99,-99,0,-99
87,1934,556386.0202,4889775.477,426,127099,-99,200,2048,174,1964,32,46,-99,-99,0,-99
14,1920,552497.8282,4889114.566,353,127085,-99,30,2048,174,1964,47,59,-99,-99,0,-99
26,1925,496641.4086,4884205.808,365,127090,-99,1025,2048,174,1964,47,59,-99,-99,0,-99
62,1926,542354.0752,4885863.376,401,127091,-99,1400,2048,174,1964,47,59,-99,-99,0,-99
95,1934,556386.0202,4889775.477,434,127099,-99,200,2048,174,1964,47,59,-99,-99,0,-99
20,1920,552497.8282,4889114.566,359,127085,-99,30,2048,174,1964,60,74,-99,-99,0,-99
35,1925,496641.4086,4884205.808,374,127090,-99,1025,2048,174,1964,60,74,-99,-99,0,-99
68,1926,542354.0752,4885863.376,407,127091,-99,1400,2048,174,1964,60,74,-99,-99,0,-99
90,1934,556386.0202,4889775.477,429,127099,-99,200,2048,174,1964,60,74,-99,-99,0,-99
19,1920,552497.8282,4889114.566,358,127085,-99,30,2048,174,1964,75,90,-99,-99,0,-99
33,1925,496641.4086,4884205.808,372,127090,-99,1025,2048,174,1964,75,90,-99,-99,0,-99
69,1926,542354.0752,4885863.376,408,127091,-99,1400,2048,174,1964,75,90,-99,-99,0,-99
93,1934,556386.0202,4889775.477,432,127099,-99,200,2048,174,1964,75,90,-99,-99,0,-99
17,1920,552497.8282,4889114.566,356,127085,-99,30,2048,174,1964,91,105,-99,-99,0,-99
32,1925,496641.4086,4884205.808,371,127090,-99,1025,2048,174,1964,91,105,-99,-99,0,-99
72,1926,542354.0752,4885863.376,411,127091,-99,1400,2048,174,1964,91,105,-99,-99,0,-99
96,1934,556386.0202,4889775.477,435,127099,-99,200,2048,174,1964,91,105,-99,-99,0,-99
18,1920,552497.8282,4889114.566,357,127085,-99,30,2048,174,1964,106,120,-99,-99,0,-99
28,1925,496641.4086,4884205.808,367,127090,-99,1025,2048,174,1964,106,120,-99,-99,0,-99
64,1926,542354.0752,4885863.376,403,127091,-99,1400,2048,174,1964,106,120,-99,-99,0,-99
92,1934,556386.0202,4889775.477,431,127099,-99,200,2048,174,1964,106,120,-99,-99,0,-99
16,1920,552497.8282,4889114.566,355,127085,-99,30,2048,174,1964,121,135,-99,-99,0,-99
27,1925,496641.4086,4884205.808,366,127090,-99,1025,2048,174,1964,121,135,-99,-99,0,-99
63,1926,542354.0752,4885863.376,402,127091,-99,1400,2048,174,1964,121,135,-99,-99,0,-99
89,1934,556386.0202,4889775.477,428,127099,-99,200,2048,174,1964,121,135,-99,-99,0,-99
15,1920,552497.8282,4889114.566,354,127085,-99,30,2048,174,1964,136,151,-99,-99,0,-99
29,1925,496641.4086,4884205.808,368,127090,-99,1025,2048,174,1964,136,151,-99,-99,0,-99
65,1926,542354.0752,4885863.376,404,127091,-99,1400,2048,174,1964,136,151,-99,-99,0,-99
86,1934,556386.0202,4889775.477,425,127099,-99,200,2048,174,1964,136,151,-99,-99,0,-99
23,1920,552497.8282,4889114.566,362,127085,-99,30,2048,174,1964,152,166,-99,-99,0,-99
30,1925,496641.4086,4884205.808,369,127090,-99,1025,2048,174,1964,152,166,-99,-99,0,-99
66,1926,542354.0752,4885863.376,405,127091,-99,1400,2048,174,1964,152,166,-99,-99,0,-99
94,1934,556386.0202,4889775.477,433,127099,-99,200,2048,174,1964,152,166,-99,-99,0,-99
9,1920,552497.8282,4889114.566,348,127085,-99,30,2048,174,1964,167,181,-99,-99,0,-99
37,1925,496641.4086,4884205.808,376,127090,-99,1025,2048,174,1964,167,181,-99,-99,0,-99
60,1926,542354.0752,4885863.376,399,127091,-99,1400,2048,174,1964,167,181,-99,-99,0,-99
74,1934,556386.0202,4889775.477,413,127099,-99,200,2048,174,1964,167,181,-99,-99,0,-99
3,1920,552497.8282,4889114.566,342,127085,-99,30,2048,174,1964,182,196,-99,-99,0,-99
48,1925,496641.4086,4884205.808,387,127090,-99,1025,2048,174,1964,182,196,-99,-99,0,-99
49,1926,542354.0752,4885863.376,388,127091,-99,1400,2048,174,1964,182,196,-99,-99,0,-99
80,1934,556386.0202,4889775.477,419,127099,-99,200,2048,174,1964,182,196,-99,-99,0,-99
8,1920,552497.8282,4889114.566,347,127085,-99,30,2048,174,1964,197,212,-99,-99,0,-99
43,1925,496641.4086,4884205.808,382,127090,-99,1025,2048,174,1964,197,212,-99,-99,0,-99
52,1926,542354.0752,4885863.376,391,127091,-99,1400,2048,174,1964,197,212,-99,-99,0,-99
84,1934,556386.0202,4889775.477,423,127099,-99,200,2048,174,1964,197,212,-99,-99,0,-99
11,1920,552497.8282,4889114.566,350,127085,-99,30,2048,174,1964,213,227,-99,-99,0,-99
39,1925,496641.4086,4884205.808,378,127090,-99,1025,2048,174,1964,213,227,-99,-99,0,-99
57,1926,542354.0752,4885863.376,396,127091,-99,1400,2048,174,1964,213,227,-99,-99,0,-99
77,1934,556386.0202,4889775.477,416,127099,-99,200,2048,174,1964,213,227,-99,-99,0,-99
12,1920,552497.8282,4889114.566,351,127085,-99,30,2048,174,1964,228,242,-99,-99,0,-99
44,1925,496641.4086,4884205.808,383,127090,-99,1025,2048,174,1964,228,242,-99,-99,0,-99
54,1926,542354.0752,4885863.376,393,127091,-99,1400,2048,174,1964,228,242,-99,-99,0,-99
75,1934,556386.0202,4889775.477,414,127099,-99,200,2048,174,1964,228,242,-99,-99,0,-99
6,1920,552497.8282,4889114.566,345,127085,-99,30,2048,174,1964,244,258,-99,-99,0,-99
40,1925,496641.4086,4884205.808,379,127090,-99,1025,2048,174,1964,244,258,-99,-99,0,-99
59,1926,542354.0752,4885863.376,398,127091,-99,1400,2048,174,1964,244,258,-99,-99,0,-99
73,1934,556386.0202,4889775.477,412,127099,-99,200,2048,174,1964,244,258,-99,-99,0,-99
10,1920,552497.8282,4889114.566,349,127085,-99,30,2048,174,1964,259,273,-99,-99,0,-99
42,1925,496641.4086,4884205.808,381,127090,-99,1025,2048,174,1964,259,273,-99,-99,0,-99
55,1926,542354.0752,4885863.376,394,127091,-99,1400,2048,174,1964,259,273,-99,-99,0,-99
76,1934,556386.0202,4889775.477,415,127099,-99,200,2048,174,1964,259,273,-99,-99,0,-99
1,1920,552497.8282,4889114.566,340,127085,-99,30,2048,174,1964,274,288,-99,-99,0,-99
45,1925,496641.4086,4884205.808,384,127090,-99,1025,2048,174,1964,274,288,-99,-99,0,-99
53,1926,542354.0752,4885863.376,392,127091,-99,1400,2048,174,1964,274,288,-99,-99,0,-99
85,1934,556386.0202,4889775.477,424,127099,-99,200,2048,174,1964,274,288,-99,-99,0,-99
4,1920,552497.8282,4889114.566,343,127085,-99,30,2048,174,1964,289,304,-99,-99,0,-99
47,1925,496641.4086,4884205.808,386,127090,-99,1025,2048,174,1964,289,304,-99,-99,0,-99
51,1926,542354.0752,4885863.376,390,127091,-99,1400,2048,174,1964,289,304,-99,-99,0,-99
79,1934,556386.0202,4889775.477,418,127099,-99,200,2048,174,1964,289,304,-99,-99,0,-99
5,1920,552497.8282,4889114.566,344,127085,-99,30,2048,174,1964,305,319,-99,-99,0,-99
46,1925,496641.4086,4884205.808,385,127090,-99,1025,2048,174,1964,305,319,-99,-99,0,-99
50,1926,542354.0752,4885863.376,389,127091,-99,1400,2048,174,1964,305,319,-99,-99,0,-99
83,1934,556386.0202,4889775.477,422,127099,-99,200,2048,174,1964,305,319,-99,-99,0,-99
2,1920,552497.8282,4889114.566,341,127085,-99,30,2048,174,1964,320,334,-99,-99,0,-99
38,1925,496641.4086,4884205.808,377,127090,-99,1025,2048,174,1964,320,334,-99,-99,0,-99
58,1926,542354.0752,4885863.376,397,127091,-99,1400,2048,174,1964,320,334,-99,-99,0,-99
82,1934,556386.0202,4889775.477,421,127099,-99,200,2048,174,1964,320,334,-99,-99,0,-99
13,1920,552497.8282,4889114.566,352,127085,-99,30,2048,174,1964,335,349,-99,-99,0,-99
36,1925,496641.4086,4884205.808,375,127090,-99,1025,2048,174,1964,335,349,-99,-99,0,-99
61,1926,542354.0752,4885863.376,400,127091,-99,1400,2048,174,1964,335,349,-99,-99,0,-99
81,1934,556386.0202,4889775.477,420,127099,-99,200,2048,174,1964,335,349,-99,-99,0,-99
7,1920,552497.8282,4889114.566,346,127085,-99,30,2048,174,1964,350,365,-99,-99,0,-99
41,1925,496641.4086,4884205.808,380,127090,-99,1025,2048,174,1964,350,365,-99,-99,0,-99
56,1926,542354.0752,4885863.376,395,127091,-99,1400,2048,174,1964,350,365,-99,-99,0,-99
78,1934,556386.0202,4889775.477,417,127099,-99,200,2048,174,1964,350,365,-99,-99,0,-99
405,90135,516882.8884,4878201.371,436,75036,2,0.01,16,192,1964,1,365,23774459,1981,0,-99
472,97701,499177.0775,4880281.978,437,83976,4,2.5,1024,351,1964,1,365,-99,-99,0,-99
473,97701,499091.2253,4880244.199,438,83976,4,2.5,1024,351,1964,1,365,-99,-99,0,-99
474,97701,502902.9142,4878460.679,439,83976,4,1.7,1024,351,1964,1,365,-99,-99,0,-99
385,87302,565475.1704,4890178.079,440,71739,2,0.03,16,92,1965,1,365,23774259,2645,0,-99
400,88471,510982.1254,4880537.548,441,73088,4,0.02,16,98,1965,60,304,-99,-99,0,-99
422,90535,494803.6619,4885063.923,442,,2,0.52,16,103,1965,1,365,23772725,305,0,-99
447,94486,528905.3486,4884458.961,443,,2,0.04,16,166,1965,1,365,23772855,1201,0,-99
373,86961,506606.3698,4886190.102,444,71339,4,0.03,16,204,1965,60,304,-99,-99,0,-99
438,93932,499589.2088,4879557.231,445,79506,4,0.12,16,242,1965,60,304,-99,-99,0,-99
427,91939,532171.5299,4887490.544,446,77163,2,0.02,16,257,1965,1,365,23772871,1860,0,-99
386,87304,563116.8658,4891903.326,447,71741,2,0.47,16,265,1965,1,365,23773211,3318,0,-99
412,90328,519427.4557,4880021.117,448,75263,2,0.01,16,333,1965,1,365,23772805,500,0,-99
369,86649,530187.079,4886005.594,449,,2,0.01,16,347,1965,1,365,23772857,2359,0,-99
466,97240,519928.3833,4879881.233,450,83448,2,0.02,16,42,1966,1,365,23774931,4203,0,-99
444,94482,507793.3929,4878691.702,451,-22,4,1.67,1024,111,1966,1,365,-99,-99,0,-99
424,90654,517988.1437,4880175.599,452,75629,2,0.15,16,136,1966,1,365,23773629,2171,0,-99
425,90654,517988.1437,4880175.599,453,75629,2,0.15,16,136,1966,1,365,23773629,2171,0,-99
406,90229,510118.9872,4878812.812,454,75153,4,0.23,16,161,1966,60,304,-99,-99,0,-99
429,93388,512110.0803,4883093.249,455,78879,2,0.28,16,166,1966,1,365,23773493,1739,0,-99
433,93843,499000.8461,4881088.762,457,79411,2,0.07,16,192,1966,1,365,23772737,425,0,-99
434,93843,499509.1424,4880978.456,458,79411,2,0.27,16,192,1966,1,365,23772745,3325,0,-99
432,93838,498748.4435,4880599.84,456,79405,4,0.51,16,192,1966,60,304,-99,-99,0,-99
413,90330,516206.4277,4879630.758,459,75265,2,0.6,16,214,1966,1,365,23773627,1328,0,-99
414,90330,518661.4427,4880334.143,460,75265,2,0.6,16,214,1966,1,365,23773629,2171,0,-99
426,91542,507030.0318,4887148.112,461,76655,2,0.07,16,234,1966,1,365,23773525,915,0,-99
464,97030,509132.4135,4879457.454,462,,2,0.04,16,241,1966,1,365,23773487,1704,0,-99
408,90242,503162.4802,4883255.499,463,75169,2,0.02,16,245,1966,1,365,23774205,1732,0,-99
586,109566,512939.9963,4878197.301,464,97854,2,1.19,16,245,1966,1,365,23772789,2638,0,-99
587,109566,511768.5694,4877650.973,465,97854,2,1.19,16,245,1966,1,365,23774441,2256,0,-99
588,109566,510841.9717,4877921.736,466,97854,2,1.19,16,245,1966,1,365,23774413,2975,0,-99
589,109566,510375.1097,4877765.348,467,97854,2,1.19,16,245,1966,1,365,23774413,2975,0,-99
590,109566,509237.6208,4878170.896,468,97854,2,1.19,16,245,1966,1,365,23774413,2975,0,-99
591,109566,509057.5104,4878154.513,469,97854,2,1.19,16,245,1966,1,365,23774413,2975,0,-99
592,109566,508414.762,4877853.564,470,97854,2,1.19,16,245,1966,1,365,23774389,2595,0,-99
593,109566,508174.8413,4877707.57,471,97854,2,1.19,16,245,1966,1,365,23774389,2595,0,-99
407,90241,518701.5162,4880391.367,472,,2,0.03,16,313,1966,1,365,23773629,2171,0,-99
403,89624,509128.5915,4879193.091,473,74441,2,0.03,16,346,1966,1,365,23773487,1704,0,-99
699,135254,550979.7631,4888792.52,474,130951,4,1,1024,13,1967,1,365,-99,-99,0,-99
700,135254,550979.7631,4888792.52,475,130951,4,1,1024,13,1967,1,365,-99,-99,0,-99
439,93938,522597.2158,4881731.879,476,79512,2,0.01,16,114,1967,1,365,23774425,4952,0,-99
550,104618,494154.9839,4885062.744,477,92177,2,1.48,16,124,1967,1,365,23772721,741,0,-99
551,104618,493871.8086,4884978.505,478,92177,2,1.48,16,124,1967,1,365,23772721,741,0,-99
461,96243,537211.2989,4888607.121,479,82277,2,0.05,16,151,1967,1,365,23773699,4117,0,-99
409,90244,519301.7626,4881522.537,480,75171,2,0.01,16,172,1967,1,365,23775147,481,0,-99
404,89625,509329.9062,4879833.47,481,74442,2,0.04,16,226,1967,1,365,23773487,1704,0,-99
416,90334,516181.0883,4898292.657,482,,2,0.225,16,227,1967,1,365,23773563,1205,0,-99
417,90335,514242.2339,4879195.644,483,75270,2,0.09,16,244,1967,1,365,23773625,6334,0,-99
419,90337,513484.1348,4879432.384,484,75272,2,0.03,16,244,1967,1,365,23773625,6334,0,-99
418,90336,513906.633,4879169.112,485,75271,2,0.02,16,250,1967,1,365,23773625,6334,0,-99
449,95760,522761.9251,4882089.558,486,81718,2,0.01,16,298,1967,1,365,23772825,1130,0,-99
428,93172,509383.0181,4879265.777,487,78631,2,0.26,16,303,1967,1,365,23773487,1704,0,-99
415,90332,518880.5309,4879357.425,488,75267,2,0.02,16,319,1967,1,365,23772801,2288,0,-99
545,104314,538897.3395,4886401.305,489,91805,2,0.0075,16,324,1967,1,365,23772903,3164,0,-99
430,93732,521784.3459,4881494.962,490,79287,2,0.1,16,15,1968,1,365,23772823,686,0,-99
546,104314,538897.3395,4886401.305,491,91805,2,0.0125,16,25,1968,1,365,23772903,3164,0,-99
423,90543,513046.4172,4894462.937,492,75501,2,0.07,16,29,1968,1,365,23773589,1428,0,-99
465,97150,503475.392,4883095.417,493,83334,2,0.01,16,29,1968,1,365,23774205,1732,0,-99
435,93847,533415.7844,4887954.978,494,79415,2,0.02,16,107,1968,1,365,23772873,761,0,-99
450,95767,564505.7474,4890864.198,495,81727,2,0.05,16,120,1968,1,365,23774163,706,0,-99
443,94105,508078.4098,4892440.945,496,,2,0.07,16,123,1968,1,365,23773603,766,0,-99
440,93939,497178.9766,4883280.177,497,79513,2,0.32,16,136,1968,1,365,23774199,838,0,-99
420,90338,516391.5008,4878305.258,498,75273,2,0.02,16,141,1968,1,365,23772795,1599,0,-99
436,93849,539389.1037,4886458.337,499,79417,2,0.01,16,170,1968,1,365,23772903,3164,0,-99
518,101230,509272.9392,4878188.184,500,88106,2,0.47,16,235,1968,1,365,23774413,2975,0,-99
552,104619,493470.3295,4885420.03,501,92178,4,0.38,16,276,1968,60,304,-99,-99,0,-99
479,98168,507544.7995,4878663.207,502,84538,2,0.35,16,348,1968,1,365,23774389,2595,0,-99
555,104966,507233.3697,4886298.587,503,92548,2,0.03,16,106,1969,1,365,23773521,2726,0,-99
445,94483,507794.2872,4878807.414,504,,4,2.14,1024,118,1969,1,365,-99,-99,0,-99
493,98820,564707.6891,4890728.682,505,85286,2,0.25,16,148,1969,1,365,23774259,2645,0,-99
441,94099,506994.8775,4887324.981,506,79703,2,0.08,16,240,1969,1,365,23773613,1398,0,-99
451,95776,563290.6687,4891859.5,507,81739,2,0.48,16,248,1969,1,365,23773211,3318,0,-99
452,95776,563290.6687,4891859.5,508,81739,2,0.48,16,248,1969,1,365,23773211,3318,0,-99
475,97702,499032.4556,4880179.703,509,83977,4,0.89,1024,255,1969,1,365,-99,-99,0,-99
421,90340,516466.1608,4878232.586,510,75275,2,0.05,16,266,1969,1,365,23772795,1599,0,-99
484,98685,550804.2104,4888880.933,511,85125,2,0.04,16,267,1969,1,365,23774923,475,0,-99
455,95867,509883.639,4890541.893,512,81837,2,0.16,16,56,1970,1,365,23773601,3173,0,-99
456,95867,509881.3557,4890766.358,513,81837,2,0.16,16,56,1970,1,365,23773601,3173,0,-99
457,95869,507717.7715,4886365.383,514,81839,2,0.03,16,184,1970,1,365,23774197,3155,0,-99
458,95869,507711.6869,4886339.172,515,81839,2,0.03,16,184,1970,1,365,23774197,3155,0,-99
929,194569,498845.2995,4880144.535,516,248964,4,2,1024,244,1970,1,365,-99,-99,0,-99
930,194569,499163.455,4880145.826,517,248964,4,2,1024,244,1970,1,365,-99,-99,0,-99
931,194569,499094.1287,4880119.336,518,248964,4,2,1024,244,1970,1,365,-99,-99,0,-99
932,194569,498960.0034,4880118.293,519,248964,4,2,1024,244,1970,1,365,-99,-99,0,-99
460,96058,536948.703,4886236.45,520,,2,0.03,16,278,1970,1,365,23772885,2316,0,-99
517,100776,519581.9459,4880198.712,521,87589,2,0.03,16,363,1970,1,365,23772805,500,0,-99
563,106586,513034.2909,4894805.859,522,94411,2,0.065,16,4,1971,1,365,23773589,1428,0,-99
494,98821,519920.2404,4880183.707,523,85287,2,0.04,16,7,1971,1,365,23774939,424,0,-99
431,93741,520197.6566,4880202.385,524,79296,2,0.01,16,95,1971,1,365,23774939,424,0,-99
498,98981,515381.3478,4899611.231,525,85474,2,0.05,16,158,1971,1,365,23773847,2804,0,-99
508,100221,535416.317,4888232.384,526,86934,2,0.07,16,193,1971,1,365,23773469,4005,0,-99
448,95496,535329.5017,4888296.597,527,81404,2,0.01,16,209,1971,1,365,23773469,4005,0,-99
463,96916,518025.7248,4879707.973,528,83059,2,0.14,16,232,1971,1,365,23772801,2288,0,-99
485,98690,512422.1744,4876535.389,529,85131,2,0.05,16,236,1971,1,365,23774473,2528,0,-99
453,95785,534907.0182,4887719.974,530,,2,0.01,16,244,1971,1,365,23772883,1495,0,-99
442,94102,506718.5045,4878423.763,531,79706,2,0.24,16,11,1972,1,365,23774369,2941,0,-99
446,94485,507721.5602,4878867.168,532,,4,1.11,1024,41,1972,1,365,-99,-99,0,-99
499,99085,506751.1505,4878549.323,533,85596,2,0.61,16,68,1972,1,365,23774389,2595,0,-99
542,103679,521343.265,4882053.069,534,91015,2,0.23,16,102,1972,1,365,23774345,4590,0,-99
486,98692,505339.9104,4886228.438,535,,2,0.007,16,109,1972,1,365,23773521,2726,0,-99
437,93854,513607.5334,4879809.955,536,79422,2,0.17,16,136,1972,1,365,23773625,6334,0,-99
502,100023,568899.3386,4892092.83,537,86705,2,0.01,16,147,1972,1,365,23773315,2553,0,-99
495,98824,516581.0928,4898923.201,538,85291,2,0.07,16,167,1972,1,365,23773563,1205,0,-99
454,95791,531993.125,4887517.524,539,81756,2,0.01,16,178,1972,1,365,23773641,37,0,-99
503,100024,515445.2245,4897694.722,540,86706,2,0.42,16,206,1972,1,365,23773561,1081,0,-99
459,95874,535474.7349,4887230.599,541,81845,2,0.05,16,242,1972,1,365,23772883,1495,0,-99
521,102380,533684.8527,4888523.956,542,89468,2,0.03,16,245,1972,1,365,23772873,761,0,-99
487,98694,515783.5955,4899608.968,543,85136,2,0.03,16,19,1973,1,365,23773847,2804,0,-99
793,171304,496225.5115,4884451.395,544,,2,9.6,16,38,1973,1,365,23772727,3181,0,-99
965,197480,496205.28,4884422.658,545,,2,5.49,16,38,1973,1,365,23772727,3181,0,-99
582,109169,507145.4934,4886135.449,546,97399,2,0.01,16,64,1973,1,365,23773521,2726,0,-99
572,108338,526379.8098,4884202.083,547,,2,0.02,16,109,1973,1,365,23774985,1894,0,-99
573,108338,530982.9911,4887087.865,548,,2,0.02,16,109,1973,1,365,23772865,437,0,-99
