,Elevation,Bottom Width (m),West,South,East,Emergent Veg,Veg_1_NE,Veg_2_NE,Veg_3_NE,Veg_4_NE,Veg_5_NE,Veg_6_NE,Veg_7_NE,Veg_8_NE,Veg_9_NE,Veg_1_E,Veg_2_E,Veg_3_E,Veg_4_E,Veg_5_E,Veg_6_E,Veg_7_E,Veg_8_E,Veg_9_E,Veg_1_SE,Veg_2_SE,Veg_3_SE,Veg_4_SE,Veg_5_SE,Veg_6_SE,Veg_7_SE,Veg_8_SE,Veg_9_SE,Veg_1_S,Veg_2_S,Veg_3_S,Veg_4_S,Veg_5_S,Veg_6_S,Veg_7_S,Veg_8_S,Veg_9_S,Veg_1_SW,Veg_2_SW,Veg_3_SW,Veg_4_SW,Veg_5_SW,Veg_6_SW,Veg_7_SW,Veg_8_SW,Veg_9_SW,Veg_1_W,Veg_2_W,Veg_3_W,Veg_4_W,Veg_5_W,Veg_6_W,Veg_7_W,Veg_8_W,Veg_9_W,Veg_1_NW,Veg_2_NW,Veg_3_NW,Veg_4_NW,Veg_5_NW,Veg_6_NW,Veg_7_NW,Veg_8_NW,Veg_9_NW,Elv_1_NE,Elv_2_NE,Elv_3_NE,Elv_4_NE,Elv_5_NE,Elv_6_NE,Elv_7_NE,Elv_8_NE,Elv_9_NE,Elv_1_E,Elv_2_E,Elv_3_E,Elv_4_E,Elv_5_E,Elv_6_E,Elv_7_E,Elv_8_E,Elv_9_E,Elv_1_SE,Elv_2_SE,Elv_3_SE,Elv_4_SE,Elv_5_SE,Elv_6_SE,Elv_7_SE,Elv_8_SE,Elv_9_SE,Elv_1_S,Elv_2_S,Elv_3_S,Elv_4_S,Elv_5_S,Elv_6_S,Elv_7_S,Elv_8_S,Elv_9_S,Elv_1_SW,Elv_2_SW,Elv_3_SW,Elv_4_SW,Elv_5_SW,Elv_6_SW,Elv_7_SW,Elv_8_SW,Elv_9_SW,Elv_1_W,Elv_2_W,Elv_3_W,Elv_4_W,Elv_5_W,Elv_6_W,Elv_7_W,Elv_8_W,Elv_9_W,Elv_1_NW,Elv_2_NW,Elv_3_NW,Elv_4_NW,Elv_5_NW,Elv_6_NW,Elv_7_NW,Elv_8_NW,Elv_9_NW
25.025,153.39517,60.26013,0.76869,2.87872,1.24383,0.04267,0.09753,0.00610,0.05182,0.13411,0.18593,13.52092,11.43915,6.59588,0.39929,0.11583,0.07620,0.00000,0.01220,0.02439,0.03963,0.09145,0.05791,0.03353,0.00000,0.25299,0.04267,0.05182,0.02134,30.48000,11.86585,15.69719,5.38276,0.07010,0.00000,0.03658,6.89764,30.48000,5.69671,1.11557,8.96416,2.65175,0.00914,0.11278,0.01829,0.01220,4.19710,30.48000,30.48000,30.48000,5.68452,0.02439,0.03963,0.05791,0.03658,0.04268,0.00914,0.00000,0.04877,0.12496,0.10667,0.07315,0.09753,0.16155,0.32614,0.00610,4.04775,6.80923,3.42901,153.39365,153.47289,153.45766,153.37536,153.46375,154.54884,155.77109,156.43555,156.88056,153.42412,153.46680,153.46071,153.45766,153.45461,153.39974,153.41803,153.42108,153.47594,153.35097,153.43632,153.42108,153.38146,153.41803,153.60396,153.99411,154.37206,154.45740,153.46071,153.44851,153.42412,153.74112,154.52141,154.36291,154.13431,154.15565,153.96972,153.45156,153.43328,153.47289,153.39669,153.73197,154.43911,154.40863,154.23794,153.97582,153.39669,153.43023,153.40279,153.42412,153.39669,153.42108,153.36012,153.42108,153.36622,153.38451,153.36622,153.39365,153.34792,153.45461,153.47289,153.77160,153.99106,153.78074
25,153.38145,61.80348,0.79007,2.88094,1.23011,0.04572,0.02743,0.08534,0.06096,0.09754,9.47319,0.21031,0.07620,0.04267,0.05486,0.10058,0.00000,0.08229,0.17374,0.05182,0.07925,0.06096,0.01829,0.03048,0.04573,0.02743,0.02743,0.01220,0.17069,6.76656,7.87603,30.48000,6.13868,0.00914,0.08230,0.13107,5.06883,30.48000,30.48000,3.01142,0.20727,8.61670,0.01220,0.00000,0.02439,0.11278,0.03353,30.48000,30.48000,10.57656,3.56005,0.09449,0.01220,0.00914,0.06096,0.06096,0.07011,0.33223,0.06096,0.00914,0.02134,0.06401,0.00000,0.17069,0.10363,0.04876,0.10363,0.18288,0.15850,153.45156,153.40584,153.40889,153.42108,153.46680,155.14015,155.50286,155.91739,156.82570,153.44851,153.43937,153.40889,153.38755,153.45766,153.43937,153.40889,153.47289,153.43023,153.46375,153.44242,153.45156,153.39669,153.39974,153.56434,154.23489,154.49397,154.53055,153.46071,153.38755,153.38755,153.77160,154.31109,154.22575,154.25928,153.30221,153.41194,153.43632,153.36012,153.43632,153.35708,153.38755,154.53360,153.75026,153.65272,153.63139,153.38451,153.43632,153.43023,153.41803,153.39974,153.39974,153.38755,153.38755,153.41194,153.41803,153.42108,153.36926,153.43937,153.46680,153.44242,153.33574,153.38146,153.32964
24.975,153.37535,68.71321,0.80070,2.94158,1.20520,0.01829,0.00000,0.21031,0.38405,0.07011,1.40208,0.05791,8.66546,0.07924,3.54788,0.07011,0.03962,0.14022,0.08534,0.07620,0.08534,0.13106,0.01220,0.15240,0.00305,0.12496,0.00609,0.00914,0.03963,30.48000,6.40080,30.48000,30.48000,0.09145,0.09449,0.07011,0.55169,30.48000,10.16507,0.14021,6.55625,0.00000,0.05181,0.02439,0.00609,0.00000,8.15035,5.74244,8.62890,30.48000,6.43738,0.05791,0.03353,0.00000,0.04268,0.11278,0.04267,0.06096,0.03658,0.08229,0.07316,0.08534,0.14935,0.13107,0.12801,0.03963,0.03963,0.29261,0.24080,153.39974,153.33878,153.42717,153.37841,153.46680,154.14346,155.58516,155.85948,157.22194,153.39974,153.45156,153.37841,153.38451,153.46375,153.40889,153.36012,153.43632,153.38755,153.42717,153.44242,153.40279,153.40279,153.40889,154.06116,154.39949,154.52751,154.26843,153.36926,153.35097,153.36012,153.69845,154.34157,154.17394,153.86914,153.73503,153.25954,153.42108,153.40584,153.36317,153.33878,153.44851,153.44851,153.57043,153.85999,153.52166,153.44851,153.38755,153.32049,153.40584,153.34792,153.36622,153.36012,153.36317,153.28697,153.39669,153.36317,153.42108,153.37841,153.45156,153.43632,153.43937,153.41803,153.37841
24.95,153.36926,62.44704,1.51323,3.31501,1.19227,0.07620,0.44501,0.06401,0.03048,0.09449,11.78967,4.48971,15.37411,11.69517,4.26110,0.12192,0.05182,0.00305,0.03353,0.03048,0.02134,0.06095,0.15240,0.02743,0.01220,0.07011,0.11583,0.08534,0.01829,1.37465,30.48000,6.74828,30.48000,0.04573,0.00000,0.00000,5.48944,10.37844,30.48000,4.66345,6.76655,0.40234,0.05791,0.06706,0.07620,2.68833,0.60351,8.73252,30.48000,30.48000,1.74041,0.00000,0.01524,0.00000,0.12802,0.06401,0.07620,0.06706,0.08229,0.08534,0.00000,0.02438,0.10363,0.09145,0.05181,0.02439,0.00610,0.32005,0.00000,153.36622,153.38451,153.39974,153.37536,153.43937,153.61006,154.18612,155.71623,157.06954,153.32659,153.39669,153.41803,153.42717,153.40889,153.44851,153.43023,153.37841,153.36317,153.40889,153.37841,153.39669,153.40584,153.42108,153.62529,154.71038,153.98191,154.27757,153.42412,153.31135,153.39060,153.75941,153.33269,153.90571,153.77769,153.57348,153.58872,153.40279,153.37231,153.35403,153.32659,153.38755,153.87828,153.56738,153.29002,153.39974,153.40889,153.36622,153.36926,153.30221,153.36622,153.28392,153.33269,153.23820,153.22601,153.47594,153.45156,153.36622,153.37841,153.43937,153.45461,153.41498,153.36012,153.31135
24.925,153.33574,62.89998,2.79204,3.41071,1.17407,0.09145,0.13411,0.10668,0.00914,0.06401,0.05790,0.30175,0.03963,4.03250,0.05487,0.48159,0.09449,0.05791,0.08840,0.09754,0.02134,0.00610,0.13411,0.00000,0.07315,0.05486,0.05791,0.08230,7.94004,7.81202,30.48000,30.48000,30.48000,0.00000,0.14631,0.09145,7.47064,30.48000,30.48000,5.40106,0.00000,0.00000,0.02438,0.10363,0.02438,0.04267,1.51486,6.73913,30.48000,30.48000,30.48000,0.08534,0.02438,0.06095,0.01829,0.00305,0.10059,0.08230,0.05182,0.07011,0.04268,0.11583,0.01524,0.00609,0.03048,0.14935,0.09754,0.00000,0.02743,153.31440,153.40279,153.45156,153.43632,153.43328,153.42717,153.39060,153.76855,153.83561,153.38755,153.38451,153.40279,153.36012,153.34183,153.39974,153.42412,153.34488,153.47899,153.35708,153.34488,153.38146,153.37841,153.43023,153.74722,154.51226,154.19223,154.12822,153.39060,153.25344,153.41803,153.83866,153.98801,153.56434,153.30831,153.30831,153.18334,153.36622,153.29611,153.35708,153.30831,153.23515,153.29002,153.55519,153.34488,153.43632,153.31440,153.33574,153.29916,153.31135,153.21686,153.19857,153.19857,153.15895,153.15895,153.37841,153.35403,153.39974,153.36317,153.33878,153.21077,153.20163,153.19857,153.18334
24.9,153.25954,61.86950,0.91673,3.42679,1.39672,0.08839,0.10363,0.08229,0.08839,0.00305,0.00305,0.00609,0.02743,0.02438,0.30480,0.00305,0.06706,0.05486,0.11278,0.03963,0.06706,0.00000,0.03963,0.07011,0.03963,0.02134,0.04572,0.10363,4.11479,30.48000,7.80287,30.48000,8.94893,0.06096,0.06096,3.93498,30.48000,7.87909,30.48000,0.29871,0.00000,0.00305,0.44806,0.10667,0.10972,0.14630,0.13107,0.31699,30.48000,30.48000,5.32485,0.01524,0.07010,0.04877,0.03353,0.07011,0.10363,0.03963,0.06706,0.05181,0.04876,0.01524,0.00609,0.76505,0.00914,0.12801,0.60960,0.20422,3.06324,153.34488,153.31745,153.40279,153.42717,153.44546,153.43328,153.43328,153.37536,153.27477,153.38755,153.32354,153.33574,153.41194,153.39974,153.36317,153.29916,153.40889,153.37841,153.31135,153.32964,153.36317,153.26563,153.38451,153.43632,153.92705,153.76855,153.76246,153.26258,153.32049,153.27477,153.30221,153.71064,153.15286,153.14981,153.18638,153.16809,153.21077,153.22296,153.20468,153.22296,153.11932,153.22296,153.64968,153.59177,153.60396,153.32354,153.25954,153.21991,153.18638,153.17114,153.14676,153.18943,153.15286,153.14676,153.29002,153.30526,153.22296,153.23515,153.78989,153.36317,153.47899,154.04592,153.75636
24.875,153.19248,61.82910,0.80860,3.52708,1.12433,0.03353,0.03353,0.08534,0.11583,0.29261,0.00610,0.35661,0.00914,0.31089,0.28042,0.03658,0.09449,0.14326,0.00914,0.01524,0.00000,0.09145,0.06096,0.03658,0.05486,0.01525,0.05181,2.89561,7.26034,7.47064,6.23317,30.48000,6.49835,0.04572,0.06402,0.01829,30.48000,30.48000,30.48000,2.07874,0.07620,3.72770,0.04572,0.00609,0.11278,0.07620,0.03352,7.93699,6.76656,5.45287,30.48000,0.10059,0.10973,0.05791,0.13411,0.12192,0.09449,0.14936,0.14631,0.10059,0.07620,0.14630,0.07925,0.83515,0.09754,0.00000,0.06706,0.07011,0.24689,153.25649,153.24429,153.24429,153.32354,153.42412,153.41194,153.46071,153.40889,153.39060,153.28088,153.27477,153.27783,153.31135,153.34488,153.32964,153.36012,153.32964,153.36317,153.26563,153.22601,153.27783,153.26563,153.53995,153.68931,153.56738,153.83561,153.53081,153.26563,153.22601,153.19248,153.39365,153.56434,153.47289,153.36012,153.10409,153.22296,153.21382,153.20468,153.11628,153.13457,153.12543,153.62225,153.83256,154.14651,153.27783,153.16809,153.18029,153.13152,153.14676,153.10714,153.08580,153.10104,153.07361,153.11018,153.18334,153.16505,153.21077,153.47594,153.65272,153.18943,153.92400,153.92095,153.73197
24.85,153.10104,56.54118,1.92003,3.56410,1.14388,0.06401,0.00000,0.00000,0.13411,0.08534,0.05486,0.42062,0.00914,0.09144,0.02743,0.00000,0.00305,0.00000,0.00000,0.04877,0.08229,0.00000,0.09144,0.06096,0.09449,0.06095,0.01829,0.11888,30.48000,30.48000,30.48000,0.00000,0.00000,0.00000,0.00000,2.68530,30.48000,30.48000,5.30962,0.00000,0.40843,14.71880,0.09754,0.11583,0.11888,0.04877,0.04877,0.01829,2.31038,30.48000,30.48000,0.01829,0.03658,0.04267,0.03048,0.09754,0.11278,0.05182,0.06706,0.00914,0.04572,0.05486,0.07315,0.11278,0.33224,0.32004,1.38684,3.95022,7.61390,153.13152,153.15895,153.19552,153.18334,153.21382,153.29002,153.34183,153.39974,153.38146,153.18029,153.22601,153.21991,153.21991,153.31135,153.27783,153.29916,153.29916,153.34183,153.15591,153.15591,153.19248,153.18029,153.67711,153.17114,153.17724,153.11628,153.15591,153.10104,153.14066,153.19552,153.50032,153.64358,153.18943,153.13762,153.14066,153.96972,153.09189,153.10409,153.09189,153.12237,153.08275,153.12237,153.03094,153.06446,152.97912,153.17114,153.16200,153.14676,153.14066,153.09189,153.05837,153.11932,153.06446,153.03094,153.17419,153.15591,153.15591,153.39669,153.34792,153.89962,152.96388,154.01849,153.12543
24.825,153.08885,53.49314,1.92056,3.57024,1.12509,0.07925,0.05182,0.04267,0.07011,0.45415,0.00000,1.16129,0.08840,0.03963,0.15850,0.09754,0.00304,0.02134,0.06096,0.05486,0.01829,0.03658,0.05181,0.03353,0.00609,0.04572,0.00914,0.07011,30.48000,30.48000,30.48000,0.24993,0.03352,0.11583,0.05486,5.95273,30.48000,30.48000,30.48000,0.03352,4.39827,22.64054,0.13411,0.03352,0.05181,0.00305,0.31089,0.06706,0.10973,0.02743,4.56896,0.04877,0.11278,0.14935,0.11278,0.00610,0.10972,0.20726,0.08840,0.03352,0.07925,0.07011,0.04877,0.10667,0.16154,4.81584,1.91110,1.62458,1.63068,153.15895,153.15591,153.21077,153.16505,153.18943,153.19857,153.60091,153.91181,153.50032,153.11323,153.14676,153.19857,153.19857,153.16505,153.25039,153.26563,153.29916,153.32964,153.15286,153.15286,153.12237,153.82037,153.68016,153.75331,153.39974,153.24125,153.14676,153.11323,153.08580,153.10714,154.04288,153.14371,153.07666,153.06751,154.90241,154.71038,153.03703,153.10714,153.08885,153.04617,153.00046,153.03398,152.97912,153.02179,153.02179,153.14066,153.08580,153.03094,153.02789,153.02484,152.99131,152.89377,152.93035,152.92731,153.09189,153.10104,153.12237,153.22296,153.65883,153.08275,153.36926,153.07666,153.64054
24.8,153.02484,57.36524,0.71571,3.51457,1.15057,0.05486,0.04877,0.01524,0.04267,0.04877,0.00000,0.03352,0.22860,0.02439,1.12776,0.04572,0.06095,0.09449,0.05791,0.10058,0.01830,0.11583,0.07011,0.10668,0.09449,0.08229,0.00304,30.48000,30.48000,30.48000,0.09145,3.31318,5.82168,0.07620,0.13410,0.27432,0.37491,30.48000,7.10794,1.02108,24.37486,10.61619,0.15240,0.00914,0.04268,0.00305,0.13107,0.04267,0.03353,0.07011,15.36497,0.07924,0.07924,0.05487,0.07620,0.08840,0.09144,0.08229,0.05486,0.06401,0.06706,0.10972,0.05790,0.02133,0.12192,0.48463,0.39624,4.13309,0.04877,153.14066,153.15591,153.08885,153.16200,153.14981,153.16505,153.20163,153.44546,153.29306,153.09494,153.13762,153.12543,153.12237,153.09799,153.18638,153.10104,153.14981,153.16200,153.05532,153.09799,153.11628,153.79598,153.17114,153.08275,153.15895,153.26563,153.47899,152.98522,152.98522,152.97608,153.08580,153.07056,154.02154,154.71952,154.65552,154.51531,152.97912,153.03094,152.99741,153.02789,152.94864,152.97608,153.00655,152.96997,152.96388,153.02179,153.02179,153.00655,152.98522,152.93949,152.90902,152.92731,152.90597,152.91511,153.07361,153.03094,153.06142,153.08885,153.37841,153.11628,153.32354,153.12543,153.11018
24.775,152.96997,66.09010,1.04767,4.70496,1.39712,0.13106,0.02439,0.06095,0.12497,0.10058,0.07620,0.00000,0.01220,0.07925,2.10312,0.09754,0.05791,0.00000,0.04877,0.06095,0.08229,0.05181,0.00000,0.02438,0.13107,0.06706,0.03353,0.04268,30.48000,30.48000,0.51816,7.21766,5.03833,0.07011,0.06706,0.01220,2.95961,25.68550,26.46884,20.37283,16.13915,24.16454,0.05791,0.09449,0.08840,0.09449,0.07620,0.06401,0.00914,0.00304,0.02134,0.04573,0.00000,0.09754,0.05791,0.05486,0.07010,0.07925,0.05181,0.06095,0.08534,0.09449,0.09449,6.08076,0.06096,0.06096,0.47245,4.42264,0.02743,153.05532,153.04923,153.02484,153.07971,153.11323,153.11018,153.19857,153.36012,153.45766,152.99131,153.04312,153.06142,153.10104,153.09799,153.06751,153.14676,153.11932,153.16505,152.94864,153.01265,153.02789,153.04617,153.22906,153.05837,153.92095,154.15260,153.98191,153.00046,152.99436,152.99741,153.00046,153.80512,154.57017,154.50617,154.57932,154.52446,152.99131,152.98522,152.95169,152.92426,152.92426,152.93645,152.96997,152.94559,152.94864,153.03398,152.90902,152.93340,152.92121,152.94559,152.89988,152.93035,152.91816,152.88768,152.92426,152.97608,152.92426,153.21991,153.11018,152.93949,153.16809,152.76881,152.75357
24.75,152.92121,65.88896,1.22186,3.29401,1.12103,0.00304,0.03047,0.04268,0.04877,0.00305,0.00610,0.00610,0.03963,0.05486,0.07925,0.00304,0.01829,0.04573,0.04267,0.31089,0.16460,0.00609,5.08102,30.48000,0.09450,0.00609,0.04268,3.67894,15.40459,30.48000,24.24074,22.04314,18.24228,0.08230,0.10059,0.03963,18.90673,22.91791,33.68346,24.26512,25.60015,25.15514,0.10059,0.08840,0.12802,0.06401,0.04267,0.06095,0.00000,1.68554,18.34592,0.08840,0.04877,0.02743,0.07315,0.08229,0.00914,0.01220,0.05487,0.05181,0.02438,0.03048,0.09754,0.08534,4.30683,3.49302,0.92964,0.14021,5.76378,152.90902,152.99741,153.00046,153.07666,153.02484,153.08275,153.10104,153.14371,153.10104,152.94559,153.00046,153.01569,152.97608,153.00046,153.07666,153.09494,153.25039,153.68016,152.96692,153.01265,152.98826,153.03094,154.26537,154.62809,154.57932,154.56712,154.52751,152.97912,152.97912,152.99131,152.95474,154.34157,154.38729,154.55494,154.57017,154.75611,152.93035,152.92121,152.88158,152.94559,152.92731,152.89988,152.89988,152.91511,153.66492,152.96083,152.94254,152.91206,152.91816,152.88768,152.91206,152.88768,152.85415,152.87854,152.99436,152.98826,152.89377,152.96388,152.97303,153.17724,153.04008,153.30831,152.60726
24.725,152.86025,71.09147,0.50111,3.08703,1.16490,0.00000,0.00609,0.06095,0.08534,0.05182,0.08840,0.10059,0.00000,0.00914,0.04876,0.09754,0.10668,0.00305,0.08230,0.13107,0.08230,0.01829,0.00610,0.06402,0.00914,0.13716,0.10363,22.00961,26.20062,19.85162,18.09292,11.18616,24.28647,0.13106,0.08840,0.00304,0.58521,35.07639,16.70304,20.26615,21.97608,25.07589,0.15849,0.04267,0.05486,0.12801,0.04877,0.03963,5.69976,25.10027,24.72814,0.03658,0.00914,0.04877,0.10363,0.07011,0.01829,0.11887,0.10972,0.09450,0.06401,0.00610,0.06401,0.04877,7.97358,5.69670,6.22706,5.62356,0.09144,152.97303,152.89988,152.94559,152.96692,152.93949,152.93949,153.03094,153.06142,153.06142,152.87244,152.87244,153.00655,152.97912,152.94864,152.98826,153.05228,153.02484,153.00655,152.95169,152.94254,152.94559,152.96083,154.47874,154.52751,154.60675,154.66466,154.48483,152.87854,152.91206,152.94559,152.98522,153.58263,154.28671,154.61285,152.80538,152.37562,152.86025,152.90597,152.86634,152.79319,152.85111,152.82977,153.01874,154.11908,154.23794,152.91206,152.92121,152.92121,152.83586,152.89072,152.87244,152.81148,152.82977,152.80538,152.94559,152.90292,152.87549,152.88158,153.00655,153.23211,153.12237,153.04617,152.88768
24.7,152.85111,69.91517,0.37580,2.93174,1.17246,0.06095,0.07620,0.05486,0.09754,0.07011,0.12497,0.02743,0.08840,0.00000,0.07011,0.01524,0.12497,0.07925,0.05182,0.00609,0.07925,0.09449,4.93776,0.07925,0.11278,0.11582,0.02438,3.38632,22.58262,22.57654,25.59407,22.94534,23.79269,0.07011,0.07620,0.08229,23.27758,23.59152,16.73047,16.37387,1.09119,14.66088,0.07010,0.12192,0.11583,0.04877,0.00000,23.76221,24.06397,18.14779,19.23288,0.00000,0.06401,0.02134,0.04267,0.00000,0.05487,0.07011,0.07316,0.03658,0.08839,0.04573,0.06401,0.00914,0.01829,3.44424,2.84378,2.60604,6.69646,152.85415,152.91511,152.91206,152.92121,152.89377,152.94254,152.88158,152.96083,152.99131,152.91511,152.84501,152.91206,152.95778,152.96388,152.96083,152.95474,153.01265,152.95169,152.84806,152.82368,152.92426,153.08275,153.88743,154.15260,154.26537,154.67381,154.64637,152.91511,152.86329,152.87854,153.34183,154.06726,154.24099,152.56764,152.59812,152.34818,152.86025,152.82672,152.78405,152.80234,152.64994,153.16809,153.79598,154.02154,153.97582,152.86025,152.86634,152.79014,152.84806,152.85111,152.79624,152.75966,152.73832,152.59203,152.86025,152.85415,152.86634,152.88158,152.85111,153.06446,153.08580,152.98522,153.00351
24.675,152.70480,73.68861,0.41680,2.84115,1.16121,0.05487,0.05791,0.10363,0.08534,0.02133,0.06095,0.07315,0.12802,0.00000,0.09145,0.03658,0.08534,0.01219,0.10667,0.10363,0.13107,0.03353,0.00000,0.18898,0.02134,0.02743,0.05791,2.44754,21.39391,20.61972,17.42541,11.35685,31.27247,0.04877,0.07315,0.39624,24.32304,20.97328,14.54810,15.74901,0.10363,14.12749,0.03658,0.05181,0.00000,0.01524,28.90419,2.54812,28.81580,29.45892,28.14827,0.02743,0.09449,0.04267,0.04572,0.00000,0.00000,0.13716,0.09449,0.16154,0.10059,0.03353,0.03962,0.05791,0.02743,0.02134,0.09450,0.42977,1.34112,152.86329,152.82672,152.85415,152.90902,152.86939,152.87549,152.86329,152.86939,152.94864,152.83282,152.82368,152.90902,152.84196,152.89683,152.93035,152.96692,152.97912,152.96997,152.79929,152.86329,152.84196,152.91206,153.61615,154.24099,154.30500,154.59456,153.27783,152.78100,152.74748,152.74443,154.24709,154.14651,153.37231,152.82063,152.65603,152.43352,152.78405,152.71699,152.74137,152.69566,152.58592,152.80234,154.25318,153.89962,154.06116,152.80234,152.75662,152.69871,152.70480,152.64079,152.57069,152.46401,152.44572,152.38781,152.79929,152.84501,152.85111,152.84196,152.84196,152.79014,152.58592,152.60117,152.48839
24.65,152.64079,79.91241,0.38851,3.08047,1.57129,0.04876,0.01829,0.00914,0.08534,0.05182,0.04877,0.29261,0.05791,0.04877,1.41122,0.03048,0.04268,0.04572,0.01829,0.06706,0.33833,0.02439,0.00914,0.02439,0.07010,0.00609,0.06401,4.49275,23.66162,22.21993,7.15975,17.19377,0.07925,0.06096,0.05487,18.25142,17.42846,17.40103,30.74518,30.48000,18.81225,15.15162,0.00000,0.05791,0.09754,0.03963,0.05181,0.06401,39.06012,20.78431,18.65681,0.07315,0.07315,0.04267,0.00000,0.05791,0.05182,0.01220,0.00000,0.14022,0.13716,0.11583,0.04877,0.08230,0.06096,0.13106,0.10363,0.07011,0.00305,152.80234,152.84196,152.80538,152.85720,152.85111,152.83891,152.86329,152.91206,153.13762,152.73832,152.78709,152.79319,152.86025,152.83282,152.92121,152.87549,152.93035,152.88463,152.65908,152.71394,152.71699,153.34792,154.21966,154.32024,154.39949,152.37562,152.59203,152.63774,152.64384,152.61946,154.40254,153.96972,152.69566,153.13762,152.30856,152.54935,152.61031,152.57069,152.50363,152.50058,152.45791,152.50668,152.93949,153.58568,153.30221,152.65603,152.55545,152.50668,152.50972,152.47315,152.46706,152.44877,152.33904,152.32989,152.64384,152.73528,152.77186,152.81757,152.76881,152.62860,152.61641,152.50972,152.39695
24.625,152.44572,75.64111,0.36116,2.70214,1.51305,0.06095,0.03962,0.03962,0.07315,0.04877,0.00305,0.11583,0.03658,0.10363,0.10973,0.03658,0.06096,0.01829,0.12801,0.03963,0.21946,0.11278,0.00000,0.11887,0.14326,0.05182,25.29535,17.80336,15.62406,23.88413,18.85492,16.46835,0.24079,0.08229,0.05181,0.07620,0.57607,37.04845,34.43630,20.56181,8.59841,20.11375,0.03962,0.00000,0.03658,0.12192,0.13715,0.05486,7.76631,30.48000,18.98599,0.00000,0.01829,0.07315,0.10972,0.01525,0.03658,0.04572,0.06095,0.04573,0.01219,0.03658,0.08534,0.22860,1.03937,0.58216,0.00000,0.09449,0.14326,152.51888,152.67128,152.74748,152.82063,152.83586,152.78405,152.87244,152.83586,152.88158,152.55240,152.62860,152.68042,152.67128,152.78100,152.78100,152.76576,152.89988,152.80234,152.50668,152.57678,152.61336,154.13736,154.00629,154.15565,152.68651,152.70175,152.87854,152.45791,152.50668,152.53411,153.83256,154.24099,152.61336,152.80843,152.42134,152.59508,152.45182,152.47925,152.35428,152.42743,152.41219,152.45486,153.11323,153.11323,153.32354,152.43352,152.38476,152.36648,152.38171,152.40609,152.39391,152.36343,152.29028,152.25369,152.54631,152.53411,152.49449,153.04008,152.82063,153.13762,152.78100,152.71699,152.68651
24.6,152.36343,69.48167,0.52388,2.90163,1.17489,0.07316,0.03353,0.00304,0.00305,0.04877,0.05486,0.09754,0.03047,0.06402,0.03658,0.03048,0.09754,0.08229,0.04877,0.11583,0.00000,0.05791,0.03963,0.07925,0.04877,0.01525,0.07925,0.67666,26.41396,19.16887,10.59484,1.20396,15.78560,0.09754,0.03352,0.03963,20.25395,19.51025,30.48000,15.46252,0.33223,1.36551,0.00305,0.05486,0.77725,14.45057,13.55141,1.32283,39.36492,34.33267,33.82671,0.06402,0.01220,0.17983,0.38405,0.05181,0.10363,0.00000,0.00000,0.08840,0.08230,0.09145,0.06706,0.22860,0.16764,0.34443,0.61569,4.53237,4.99263,152.39695,152.37562,152.51583,152.57069,152.67432,152.80234,152.86025,152.80538,152.85415,152.43048,152.43352,152.45791,152.55240,152.54326,152.61031,152.70175,152.75966,152.74137,152.40000,152.46401,152.50972,153.91486,154.09469,153.25039,152.50363,152.46706,152.62555,152.38171,152.46706,152.42134,153.28697,153.28088,153.17114,152.73832,152.91816,153.65577,152.44572,152.34514,152.46401,152.39086,153.37841,153.16809,153.21382,153.22601,152.83282,152.40609,152.42743,152.39086,152.31466,152.32685,152.15616,152.14092,152.18054,152.11044,152.38781,152.32989,152.36343,153.00046,153.16200,152.34514,152.04948,152.52802,152.41829
24.575,152.33294,56.34470,0.38650,3.04082,1.18766,0.05486,0.32614,0.04268,0.06096,0.09449,0.10667,0.10668,0.40234,0.05486,0.06706,0.18288,0.08839,0.12192,0.08534,0.09144,0.06095,0.00609,27.54782,0.05486,0.15545,0.49378,0.09754,0.27128,31.75407,28.55976,36.50589,11.23492,0.10973,1.34112,14.61515,5.72109,13.95983,19.86685,33.49448,0.10363,0.17069,17.29435,0.10363,0.13715,1.13691,5.24256,25.99029,39.99586,38.19754,38.73093,34.58566,0.00000,0.03048,0.22251,0.04877,0.07315,0.12497,0.08534,0.11583,0.04267,0.00609,0.14022,0.14630,0.09449,0.05791,0.08534,0.31090,0.12801,0.03658,152.43352,152.39695,152.37866,152.40609,152.44268,152.51277,152.96692,152.83586,152.81148,152.38781,152.42134,152.34209,152.41524,152.43963,152.48839,152.62251,152.58288,152.60422,152.40000,152.37562,152.42134,153.54909,153.47594,152.92121,152.46401,152.70480,152.31161,152.43963,152.37562,153.54909,153.06142,153.00351,153.21686,153.06751,153.15895,153.37536,152.23541,152.21408,152.37257,152.42743,152.82977,152.73528,152.78100,152.75052,153.11323,152.29028,152.25979,152.17749,152.20188,152.13788,152.09520,152.12568,152.04338,152.07691,152.35428,152.33904,152.22322,153.12543,153.34183,153.03398,153.15895,153.01265,152.53411
