timeInRun,elev_m,inflow_cms,outlfow_cms
708070,359.66,1.21,1.21
708071,359.66,1.14,1.14
708072,359.66,0.98,0.98
708073,359.66,0.91,0.91
708074,359.66,0.97,0.97
708075,359.66,0.91,0.91
708076,359.69,4.01,3.82
708077,359.69,10.59,10.59
708078,359.69,19.45,19.45
708079,359.69,12.11,12.11
708080,359.69,7.88,7.88
708081,359.69,6.26,6.26
708082,359.69,10.59,10.59
708083,361.5,40.07,28.32
708084,364.18,51.96,32.7
708085,364.17,39.08,39.1
708086,361.94,22.88,39.09
708087,359.69,16.31,31.09
708088,359.69,23.38,23.38
708089,359.69,19.22,19.22
708090,359.69,14.03,14.03
708091,359.69,11.05,11.05
708092,359.69,8.77,8.77
708093,359.69,7.42,7.42
708094,359.69,6.53,6.53
708095,359.69,6.39,6.39
708096,359.69,20.9,20.9
708097,360.41,32.83,28.32
708098,359.75,25.92,30.09
708099,359.69,20.64,20.98
708100,359.69,18.74,18.74
708101,359.69,19.21,19.21
708102,359.69,17.82,17.82
708103,359.69,17.82,17.82
708104,359.69,17.59,17.59
708105,359.69,14.81,14.81
708106,359.69,12.47,12.47
708107,359.69,11.22,11.22
708108,359.69,15.45,15.45
708109,359.69,21.63,21.63
708110,359.69,16.55,16.55
708111,359.69,13.07,13.07
708112,359.69,11.09,11.09
708113,359.69,9.6,9.6
708114,359.69,8.52,8.52
708115,359.69,7.77,7.77
708116,359.69,7.18,7.18
708117,359.69,6.58,6.58
708118,359.69,6.32,6.32
708119,359.69,5.76,5.76
708120,359.69,5.47,5.47
708121,359.69,5.21,5.21
708122,359.69,4.78,4.78
708123,359.69,4.65,4.65
708124,359.69,5.61,5.61
708125,359.69,13.88,13.88
708126,359.69,23.23,23.23
708127,359.69,15.76,15.76
708128,359.69,12.2,12.2
708129,359.69,10.45,10.45
708130,360.34,9.33,5.22
708131,361.17,8.03,2.61
708132,362.05,7.43,1.42
708133,362.88,7.3,1.42
708134,363.99,9.58,1.42
708135,365.96,16.98,1.42
708136,371.95,62.23,4.94
708137,373.96,50,28.32
708138,374.62,36.12,28.32
708139,375.89,36.12,21.16
708140,378.5,63.55,28.32
708141,379.55,43.06,28.32
708142,379.84,30.47,26.44
708143,381.15,39.1,19.19
708144,382.09,32.55,17.97
708145,383.02,24.39,8.99
708146,383.96,24.89,8.68
708147,384.9,34.8,18.69
708148,385.83,28.33,10.79
708149,386.64,21.92,5.39
708150,387.38,17.85,2.7
708151,388.04,15.28,1.42
708152,388.62,13.82,1.42
708153,389.09,12.3,1.42
708154,389.69,14.25,1.42
708155,391.28,40.75,2.29
708156,392.59,61.9,28.32
708157,393.89,63.56,28.32
708158,393.07,68.85,90.4
708159,393.81,49.66,65.38
708160,394.71,50.65,25.49
708161,394.55,36.77,41.13
708162,394.75,28.84,23.19
708163,395.18,24.87,11.59
708164,395.59,20.18,8.53
708165,395.89,25.73,17.38
708166,396.2,35.45,25.49
708167,396.48,25.67,17.5
708168,396.78,20.18,10.72
708169,397.08,16.32,6.57
708170,397.38,13.61,4.9
708171,397.67,11.92,2.57
708172,397.95,10.9,1.65
708173,398.24,10.73,1.49
708174,398.52,14.83,5.59
708175,398.8,12.68,3.44
708176,399.08,11.23,1.99
708177,399.36,10.54,1.42
708178,399.63,10.2,1.42
708179,399.89,10.04,1.42
708180,400.14,9.71,1.42
708181,400.36,9.25,1.42
708182,400.59,9.57,1.42
708183,400.83,9.41,1.42
708184,401.24,39.09,25.05
708185,402.04,53.95,25.49
708186,401.77,45.03,55.23
708187,402,34.13,25.49
708188,402.28,28.31,18.82
708189,402.54,23.62,14.4
708190,402.79,20.35,10.89
708191,403.04,17.11,7.65
708192,403.29,14.77,5.51
708193,403.55,12.78,4.5
708194,403.79,11.16,2.25
708195,404.02,10.14,1.42
708196,404.28,11.33,1.55
708197,404.52,14.37,5.38
708198,404.76,19.62,10.63
708199,405,16.02,5.97
708200,405.24,13.15,3.78
708201,405.48,11.69,2.7
