timeInRun,elev_m,inflow_cms,outlfow_cms
707081,498.49,39.58,11.33
707082,498.9,35.34,16.21
707083,499.25,31.93,16.73
707084,499.61,30.3,13.74
707085,499.96,28.46,11.87
707086,500.3,26.99,11.33
707087,500.62,26.21,11.33
707088,500.92,25.36,11.33
707089,501.2,24.78,11.33
707090,501.5,25.43,11.33
707091,501.79,25.02,11.33
707092,502.06,25.18,11.33
707093,502.45,29.38,11.33
707094,503.04,42.88,14.42
707095,503.38,60.17,43.61
707096,503.71,50.37,33.8
707097,504.05,42.6,26.33
707098,504.38,43.05,26.2
707099,504.72,45.15,29.16
707100,505.05,43.29,26.16
707101,505.37,38.25,21.83
707102,505.69,37.31,22.17
707103,506.01,42.6,26.11
707104,506.33,45.06,28.57
707105,506.65,43.89,27.4
707106,506.97,58.12,41.63
707107,507.69,135.89,98.83
707108,510.9,196.95,28.88
707109,513.34,163.78,30.73
707110,513.41,107.56,103.56
707111,512.41,81.96,136.98
707112,511.52,63.75,111.82
707113,511.04,57.52,83.45
707114,510.6,53.89,77.22
707115,510.28,53.61,71.27
707116,510.08,48.73,59.29
707117,510.33,43.29,30.16
707118,510.51,39.01,28.69
707119,511,40.65,14.83
707120,511.3,41.23,24.81
707121,511.61,38.14,21.72
707122,511.91,35.75,19.33
707123,512.22,32.9,16.48
707124,512.51,31.46,15.06
707125,512.8,34.53,18.72
707126,513.09,46.22,30.65
707127,513.38,59.93,43.53
707128,513.68,62.24,45.84
707129,513.97,53.8,37.4
707130,514.26,46.44,30.05
707131,514.54,47.05,31.06
707132,514.81,44.77,29.58
707133,515.11,47.49,30.69
707134,515.11,52.97,52.97
707135,515.11,66.57,66.57
707136,515.11,66.85,66.85
707137,515.11,67.86,67.86
707138,515.11,69.5,69.5
707139,515.11,65.82,65.82
707140,515.11,61.48,61.48
707141,515.11,57.3,57.3
707142,515.11,56.97,56.97
707143,515.11,54.7,54.7
707144,515.11,49.95,49.95
707145,515.11,48.17,48.17
707146,515.11,51.84,51.84
707147,515.11,50.42,50.42
707148,515.11,50.82,50.82
707149,515.11,53.18,53.18
707150,515.11,48.32,48.32
707151,515.11,45.16,45.16
707152,515.11,44.44,44.44
707153,515.11,39.9,39.9
707154,515.11,34.72,34.72
707155,515.11,34.38,34.38
707156,515.11,34.23,34.23
707157,515.11,40.06,40.06
707158,515.11,43.7,43.7
707159,515.11,41.42,41.42
707160,515.11,39.51,39.51
707161,515.11,37.05,37.05
707162,515.11,34.79,34.79
707163,515.11,38.24,38.24
707164,515.11,41.06,41.06
707165,515.11,40.02,40.02
707166,515.11,37.38,37.38
707167,515.11,33.03,33.03
707168,515.11,30.52,30.52
707169,515.11,29.27,29.65
707170,515.09,28.96,29.64
707171,515.11,35.48,34.42
707172,515.11,42.89,42.89
707173,515.11,43.45,43.45
707174,515.11,53.9,53.9
707175,515.11,87.01,87.01
707176,515.11,84.64,84.64
707177,515.11,64.68,64.68
707178,515.11,55.88,55.88
707179,515.11,46.79,46.79
707180,515.11,39.5,39.5
707181,515.11,33.93,33.93
707182,515.11,30.94,30.94
707183,515.09,28.43,29.64
707184,515.06,27.93,29.64
707185,515,26.48,29.62
707186,515.11,24.9,18.83
707187,515.11,23.07,23.07
707188,515.11,21.58,21.58
707189,515.11,21.39,21.39
707190,515.11,20.94,20.94
707191,515.11,19.72,19.72
707192,515.11,18.51,18.51
707193,515.11,18.17,18.17
707194,515.11,17.85,17.85
707195,515.11,16.84,16.84
707196,515.11,16.63,16.63
707197,515.11,15.71,15.71
707198,515.11,16.5,16.5
707199,515.11,15.58,15.58
707200,515.11,15.49,15.49
707201,515.11,15.08,15.08
707202,515.11,14.14,14.14
707203,515.11,14.11,14.11
707204,515.11,13.83,13.83
707205,515.11,13.78,13.78
707206,515.11,12.76,12.76
707207,515.11,12.81,12.81
707208,515.11,13.56,13.56
707209,515.11,13.59,13.59
707210,515.11,13.49,13.49
707211,515.11,13.19,13.19
707212,515.11,12.3,12.47
707213,515.09,11.78,12.83
707214,515.08,11.99,12.59
707215,515.03,12.01,14.69
707216,514.97,11.31,15.01
707217,514.91,11.55,14.9
707218,514.84,11.58,15.27
707219,514.75,10.61,15.96
707220,514.65,10.77,16.22
707221,514.56,10.91,16.09
707222,514.48,11.1,15.5
707223,514.39,11.12,15.94
707224,514.29,10.41,16.1
707225,514.19,10.55,16.25
707226,514.09,10.59,16.36
707227,513.99,10.73,16.44
707228,513.89,10.76,16.31
707229,513.78,10.78,16.56
707230,513.66,10.08,17.14
707231,513.54,10.36,17.26
707232,513.42,10.37,17.1
707233,513.3,10.42,17.18
707234,513.16,9.67,17.52
707235,513.01,9.68,17.67
707236,512.85,9.68,18.04
707237,512.7,9.84,18.03
707238,512.59,11.07,16.71
707239,512.52,12.05,15.95
707240,512.42,10.48,16.3
707241,512.28,9.9,17.66
707242,512.14,9.95,17.7
707243,512.01,9.99,17.25
707244,511.85,9.27,17.48
707245,511.7,9.28,17.31
707246,511.6,9.48,15.08
707247,511.56,10.93,13.03
707248,511.41,10.31,18.53
707249,511.18,9.53,21.63
707250,510.84,9.68,28.77
707251,510.47,9.58,28.69
707252,510.13,9.79,28.62
707253,509.76,9.4,28.57
707254,509.4,9.3,28.53
707255,509.04,9.29,28.48
707256,508.63,9.14,30.22
707257,508.24,8.91,29.11
707258,507.85,8.9,28.83
707259,507.47,8.89,28.72
707260,507.15,8.73,25.04
707261,506.76,8.48,28.62
707262,506.37,8.49,28.57
707263,506.1,8.35,22.16
707264,505.88,8.38,19.53
707265,505.5,8.87,28.03
707266,505.14,10.51,27.96
707267,504.79,9.74,27.89
707268,504.4,8.88,27.8
707269,504.01,8.49,27.72
707270,503.62,8.28,27.64
707271,503.51,8.19,13.83
707272,503.11,8.18,27.54
707273,502.95,8.05,16.13
707274,502.67,8.05,21.53
707275,502.49,8.18,16.42
707276,502.31,7.99,16.42
707277,502.09,8.9,19.17
707278,501.77,11.42,27.35
707279,501.41,9.71,27.25
707280,501.03,9.45,27.18
707281,500.66,9.93,27.11
707282,500.28,9.29,27.05
707283,499.89,8.61,26.99
707284,499.44,8.66,29.86
707285,498.97,8.61,29.03
707286,498.51,8.24,29.94
707287,498.04,8.26,28.6
707288,497.58,8.24,30.01
707289,497.11,8.14,28.49
707290,496.65,8.08,29.03
