timeInRun,elev_m,inflow_cms,outlfow_cms
711728,251.49,49.02,49.02
711729,251.49,46.21,46.21
711730,251.49,43.82,43.82
711731,251.49,41.48,41.48
711732,251.49,42.53,42.53
711733,251.49,43.69,43.69
711734,251.49,43.59,43.59
711735,251.49,51.91,51.91
711736,251.55,77.07,70.79
711737,251.49,58.29,64.57
711738,251.49,53.97,53.97
711739,251.49,51.9,51.9
711740,251.49,50.05,50.05
711741,251.49,49.6,49.6
711742,251.69,88.1,68.01
711743,251.49,90.74,110.83
711744,251.46,74.14,77.14
711745,251.49,68.25,65.25
711746,251.49,61.69,61.69
711747,251.49,58.52,58.52
711748,251.49,62.3,62.3
711749,251.49,57.41,57.41
711750,251.49,55.5,55.5
711751,251.49,53.46,53.46
711752,251.49,50.15,50.15
711753,251.49,47.45,47.45
711754,251.49,45.22,45.22
711755,251.49,42.04,42.04
711756,251.49,44.42,44.42
711757,251.49,47.31,47.31
711758,251.49,49.03,49.03
711759,251.49,62.9,62.9
711760,251.49,64.84,64.84
711761,251.49,62.99,62.99
711762,251.49,60.44,60.44
711763,251.49,57.54,57.54
711764,251.49,56.03,56.03
711765,251.49,56.87,56.87
711766,251.49,59.18,59.18
711767,251.5,80.27,79.52
711768,251.6,187.26,177.36
711769,251.76,198.81,183.23
711770,252.78,294.7,192.5
711771,254.64,377.37,182.24
711772,256.71,378.99,147.38
711773,257.28,281.4,215.38
711774,256.78,232.11,290
711775,256.06,196.13,277.67
711776,255.34,178.69,260.13
711777,254.69,170.85,242
711778,254.05,151.88,220.7
711779,253.58,130.08,179.39
711780,252.95,112.99,177.36
711781,252.88,100.19,107.43
711782,252.82,76.13,82.45
711783,252.82,60.93,61.63
711784,252.87,50.27,44.28
711785,253.02,48.86,33.98
711786,253.5,83.41,33.98
711787,253.99,85.39,33.98
711788,254.48,86.53,33.98
711789,254.99,89.36,33.98
711790,255.5,90.21,33.98
711791,256,89.65,33.98
711792,256.5,90.22,33.98
711793,256.91,81.44,33.98
