WATERRIGHTID,X,Y,PODID,POUID,PERMITCODE,PODRATE,USECODE,PRIORITYDOY,YEAR,BEGINDOY,ENDDOY,REACHCOMID,LENGTH_OR_COMID,SPECIAL,CERTIFICATE
117103,577681.2078,4901708.602,23136,-99,2,75,2048,197,1990,197,212,-99,1497.740241,0,-99
117104,582600.6677,4892266.823,23137,-99,2,3,2048,197,1990,197,212,-99,6959.058597,0,-99
117105,537000.715,4888605.44,23138,-99,2,20,2048,197,1990,197,212,-99,4009.08335,0,-99
117106,577536.7677,4890821.76,23139,-99,2,100,2048,197,1990,197,212,-99,4916.295654,0,-99
117107,577071.1969,4886189.769,23140,-99,2,300,2048,197,1990,197,212,-99,15252.15536,0,-99
117103,577681.2078,4901708.602,23141,-99,2,75,2048,197,1990,213,227,-99,1497.740241,0,-99
117104,582600.6677,4892266.823,23142,-99,2,3,2048,197,1990,213,227,-99,6959.058597,0,-99
117105,537000.715,4888605.44,23143,-99,2,20,2048,197,1990,213,227,-99,4009.08335,0,-99
117106,577536.7677,4890821.76,23144,-99,2,100,2048,197,1990,213,227,-99,4916.295654,0,-99
117107,577071.1969,4886189.769,23145,-99,2,250,2048,197,1990,213,227,-99,15252.15536,0,-99
117103,577681.2078,4901708.602,23146,-99,2,75,2048,197,1990,228,242,-99,1497.740241,0,-99
117104,582600.6677,4892266.823,23147,-99,2,3,2048,197,1990,228,242,-99,6959.058597,0,-99
117105,537000.715,4888605.44,23148,-99,2,20,2048,197,1990,228,242,-99,4009.08335,0,-99
117106,577536.7677,4890821.76,23149,-99,2,100,2048,197,1990,228,242,-99,4916.295654,0,-99
117107,577071.1969,4886189.769,23150,-99,2,250,2048,197,1990,228,242,-99,15252.15536,0,-99
117103,577681.2078,4901708.602,23151,-99,2,75,2048,197,1990,244,258,-99,1497.740241,0,-99
117104,582600.6677,4892266.823,23152,-99,2,3,2048,197,1990,244,258,-99,6959.058597,0,-99
117105,537000.715,4888605.44,23153,-99,2,20,2048,197,1990,244,258,-99,4009.08335,0,-99
117106,577536.7677,4890821.76,23154,-99,2,150,2048,197,1990,244,258,-99,4916.295654,0,-99
117107,577071.1969,4886189.769,23155,-99,2,250,2048,197,1990,244,258,-99,15252.15536,0,-99
117103,577681.2078,4901708.602,23156,-99,2,75,2048,197,1990,259,273,-99,1497.740241,0,-99
117104,582600.6677,4892266.823,23157,-99,2,3,2048,197,1990,259,273,-99,6959.058597,0,-99
117105,537000.715,4888605.44,23158,-99,2,20,2048,197,1990,259,273,-99,4009.08335,0,-99
117106,577536.7677,4890821.76,23159,-99,2,150,2048,197,1990,259,273,-99,4916.295654,0,-99
117107,577071.1969,4886189.769,23160,-99,2,300,2048,197,1990,259,273,-99,15252.15536,0,-99
117103,577681.2078,4901708.602,23161,-99,2,75,2048,197,1990,274,288,-99,1497.740241,0,-99
117104,582600.6677,4892266.823,23162,-99,2,3,2048,197,1990,274,288,-99,6959.058597,0,-99
117105,537000.715,4888605.44,23163,-99,2,20,2048,197,1990,274,288,-99,4009.08335,0,-99
117106,577536.7677,4890821.76,23164,-99,2,150,2048,197,1990,274,288,-99,4916.295654,0,-99
117107,577071.1969,4886189.769,23165,-99,2,300,2048,197,1990,274,288,-99,15252.15536,0,-99
117103,577681.2078,4901708.602,23166,-99,2,75,2048,197,1990,289,304,-99,1497.740241,0,-99
117104,582600.6677,4892266.823,23167,-99,2,3,2048,197,1990,289,304,-99,6959.058597,0,-99
117105,537000.715,4888605.44,23168,-99,2,20,2048,197,1990,289,304,-99,4009.08335,0,-99
117106,577536.7677,4890821.76,23169,-99,2,150,2048,197,1990,289,304,-99,4916.295654,0,-99
117107,577071.1969,4886189.769,23170,-99,2,300,2048,197,1990,289,304,-99,15252.15536,0,-99
117103,577681.2078,4901708.602,23171,-99,2,75,2048,197,1990,305,319,-99,1497.740241,0,-99
117104,582600.6677,4892266.823,23172,-99,2,15,2048,197,1990,305,319,-99,6959.058597,0,-99
117105,537000.715,4888605.44,23173,-99,2,50,2048,197,1990,305,319,-99,4009.08335,0,-99
117106,577536.7677,4890821.76,23174,-99,2,150,2048,197,1990,305,319,-99,4916.295654,0,-99
117107,577071.1969,4886189.769,23175,-99,2,300,2048,197,1990,305,319,-99,15252.15536,0,-99
117103,577681.2078,4901708.602,23176,-99,2,100,2048,197,1990,320,334,-99,1497.740241,0,-99
117104,582600.6677,4892266.823,23177,-99,2,20,2048,197,1990,320,334,-99,6959.058597,0,-99
117105,537000.715,4888605.44,23178,-99,2,80,2048,197,1990,320,334,-99,4009.08335,0,-99
117106,577536.7677,4890821.76,23179,-99,2,150,2048,197,1990,320,334,-99,4916.295654,0,-99
117107,577071.1969,4886189.769,23180,-99,2,300,2048,197,1990,320,334,-99,15252.15536,0,-99
117103,577681.2078,4901708.602,23181,-99,2,100,2048,197,1990,335,349,-99,1497.740241,0,-99
117104,582600.6677,4892266.823,23182,-99,2,20,2048,197,1990,335,349,-99,6959.058597,0,-99
117105,537000.715,4888605.44,23183,-99,2,80,2048,197,1990,335,349,-99,4009.08335,0,-99
117106,577536.7677,4890821.76,23184,-99,2,150,2048,197,1990,335,349,-99,4916.295654,0,-99
117107,577071.1969,4886189.769,23185,-99,2,300,2048,197,1990,335,349,-99,15252.15536,0,-99
117103,577681.2078,4901708.602,23186,-99,2,100,2048,197,1990,350,365,-99,1497.740241,0,-99
117104,582600.6677,4892266.823,23187,-99,2,20,2048,197,1990,350,365,-99,6959.058597,0,-99
117105,537000.715,4888605.44,23188,-99,2,80,2048,197,1990,350,365,-99,4009.08335,0,-99
117106,577536.7677,4890821.76,23189,-99,2,150,2048,197,1990,350,365,-99,4916.295654,0,-99
117107,577071.1969,4886189.769,23190,-99,2,300,2048,197,1990,350,365,-99,15252.15536,0,-99
22244,498061.77,5002336.02,17622,93,4,2.23,16,198,1990,60,304,23791331,11408.07,0,-99
22244,498070.18,5001545.48,17623,93,4,2.23,16,198,1990,60,304,23791327,1433.38,0,-99
22244,498086.4,5002068.67,17621,93,4,2.23,16,198,1990,60,304,23791331,11408.07,0,-99
22364,504243.33,5010657.71,17624,104,4,0.97,16,198,1990,60,304,23791853,3381.52,0,-99
141635,514734.97,4996486.76,17625,13824,4,0.52,16,200,1990,60,304,23801294,2346.13,0,-99
177270,514909.43,4996190.06,17626,15103,4,0.18,16,200,1990,60,304,23801294,2346.13,0,-99
147270,521899.08,5024888.99,17628,14059,4,0.13,16,204,1990,60,120,23806064,1181.84,0,-99
147270,521899.08,5024888.99,17629,14059,4,0.13,16,204,1990,60,304,23806064,1181.84,0,-99
147270,522298.55,5024886.52,17627,14059,4,0.36,16,204,1990,60,304,23806060,381.67,0,-99
183195,488615.44,4997656.24,17631,15390,4,0.049,16,204,1990,60,304,23797379,893.88,0,-99
183195,488630.41,4997785.87,17630,15390,4,0.033,16,204,1990,60,304,23797379,893.88,0,-99
21924,522848.35,4992568.5,17632,68,4,0.88,16,208,1990,60,304,23801396,2865.8,0,-99
163022,526927.88,5006832.72,17633,14360,4,0.08,16,212,1990,60,304,23801146,6270.77,0,-99
163569,467139.21,4889996.98,17634,14389,2,0.01,16,215,1990,60,304,23765305,2384.33,0,-99
21929,493645.71,4984569.61,17636,69,4,0.06,16,218,1990,60,304,23791083,4949.67,0,-99
21929,493656.58,4984576.27,17635,69,4,0.06,16,218,1990,60,304,23791083,4949.67,0,-99
21948,504659.72,5049278.68,17637,71,4,0.125,16,227,1990,60,304,23805606,6397.45,0,-99
22055,504803.12,5049225.66,17638,78,4,0.02,16,227,1990,60,304,23805604,3688.67,0,-99
168891,502904.13,5011045.7,17639,14669,4,0.56,16,228,1990,60,304,23791839,1466.7,0,-99
163733,469920,4910574.29,17640,14408,2,0.006,16,229,1990,91,304,23765021,4321.6,0,-99
162402,513648.05,5001377,17641,14340,4,0.27,16,232,1990,60,304,23800586,3399.66,0,-99
124728,489544.07,4983651.68,17642,13420,4,0.06,16,241,1990,60,304,23792043,3353.39,0,-99
166429,506341.08,4982909.16,17645,14542,4,3.65,16,242,1990,60,304,23801558,2134.1,0,-99
166429,506553.49,4983266.88,17644,14542,4,3.65,16,242,1990,60,304,23801558,2134.1,0,-99
166429,506901.48,4983725.67,17643,14542,4,3.65,16,242,1990,60,304,23801558,2134.1,0,-99
158647,532977.14,4958251.25,17646,14256,2,0.024,16,247,1990,1,365,23780483,6412.67,0,-99
158647,559303.31,4952316.44,17647,14256,2,0.024,16,247,1990,1,365,23780521,705.5,0,-99
165270,520394.66,5019671.51,17648,14499,4,0.1003,16,247,1990,60,304,23791451,2868.86,0,-99
49732,526448.48,5019505.33,17652,2951,2,2.9,16,248,1990,1,365,23791391,1634.79,0,-99
22341,504112.56,4974695.67,17649,102,4,0.7,16,248,1990,60,304,23801844,6819.48,0,-99
22341,504168.56,4974916.58,17650,102,4,0.7,16,248,1990,60,304,23801844,6819.48,0,-99
22434,532332.13,5031292.17,17651,117,4,0.19,16,248,1990,60,304,23815508,2004.09,0,-99
132568,505321.8,4975023.58,17653,13593,4,1.93,16,248,1990,60,304,23801708,2844.62,0,-99
132568,505924.76,4975413.46,17654,13593,4,1.93,16,248,1990,60,304,23801708,2844.62,0,-99
132568,506103.62,4974223.93,17655,13593,4,1.93,16,248,1990,60,304,23801708,2844.62,0,-99
161072,529875.04,5001165.08,17656,14293,4,0.66,16,248,1990,60,304,23800978,12999.74,0,-99
183483,528809.6,5015878.18,17659,15414,2,0.72,16,248,1990,60,304,23792587,3091.75,0,-99
183483,528963.17,5016991.77,17657,15414,2,1.685,16,248,1990,60,304,23792587,3091.75,0,-99
183483,529334.07,5017088.11,17658,15414,2,0.72,16,248,1990,60,304,23791737,694.74,0,-99
124618,529379.44,5030729.28,17660,13403,2,0.01,16,253,1990,1,365,23815512,1920.56,0,-99
169320,510824.05,5011195.05,17661,14685,2,0.022,16,254,1990,60,304,23791291,2366.51,0,-99
120387,519576.11,4880399.08,17662,13280,2,0.024,16,255,1990,1,365,23775137,47.37,0,-99
21893,498374.29,5000673.67,17663,64,4,2.16,16,257,1990,60,304,23791327,1433.38,0,-99
135213,509347.36,4972673.15,17664,13665,4,0.775,16,261,1990,60,304,23800638,11772.46,0,-99
120607,535896.84,5025617.67,17665,13310,4,0.22,16,264,1990,60,304,23810452,2318.54,0,-99
22144,508212.28,4974698.07,17666,86,4,1.06,16,267,1990,60,304,23800638,11772.46,0,-99
160570,508704.93,4988223.88,17667,14275,4,0.5,16,267,1990,60,304,23800618,1660.88,0,-99
161641,505037.04,4980533.34,17668,14309,4,0.91,16,267,1990,60,304,23801624,5172.11,0,-99
166422,508478.22,4985071.99,17669,14540,4,1.02,16,267,1990,60,304,23801518,3858.96,0,-99
22801,508733.66,4984152.41,17670,195,4,0.4,16,269,1990,60,304,23801520,1492.7,0,-99
23486,526084.2,5002145.12,17671,257,4,0.84,16,274,1990,60,304,23801228,3373.61,0,-99
21878,513243.16,5043922.32,17672,63,4,0.11,16,275,1990,60,304,23805212,8040.08,0,-99
124671,492325.23,5012299.8,17673,13411,4,0.04,16,276,1990,60,304,23797213,4824.37,0,-99
124671,492330.16,5012184.64,17674,13411,4,0.07,16,276,1990,60,304,23797213,4824.37,0,-99
163974,509192.91,4975656.02,17675,14429,4,0.87,16,276,1990,60,304,23801744,5568.22,0,-99
21907,485176.29,4969379.6,17676,66,4,0.14,16,278,1990,60,304,23792301,7245.07,0,-99
174734,494496.96,4991518.18,17677,14967,2,5.5,16,283,1990,60,304,23791311,1235.57,0,-99
124837,555892.5926,4874191.855,23191,-99,2,60,2048,284,1990,1,15,-99,15788.64023,0,-99
124839,545700.1282,4987884.286,23192,-99,2,35,2048,284,1990,1,15,-99,7254.686788,0,-99
124840,472525.8608,5016844.979,23193,-99,2,25,2048,284,1990,1,15,-99,20360.89607,0,-99
124841,479741.5797,5024242.258,23194,-99,2,70,2048,284,1990,1,15,-99,34173.20182,0,-99
124842,536531.2514,4996251.131,23195,-99,2,300,2048,284,1990,1,15,-99,32877.6859,0,-99
124844,455482.3043,4945000.505,23197,-99,2,75,2048,284,1990,1,15,-99,32833.04123,0,-99
124845,472449.579,5017587.475,23198,-99,2,25,2048,284,1990,1,15,-99,8130.565901,0,-99
124838,476825.2105,5028795.893,23199,-99,2,25,2048,284,1990,1,31,-99,6238.266703,0,-99
124843,467967.1587,4937733.61,24768,-99,2,135,2048,284,1990,1,151,23762905,23762879,0,-99
124837,555892.5926,4874191.855,23200,-99,2,60,2048,284,1990,15,31,-99,15788.64023,0,-99
124839,545700.1282,4987884.286,23201,-99,2,35,2048,284,1990,15,31,-99,7254.686788,0,-99
124840,472525.8608,5016844.979,23202,-99,2,25,2048,284,1990,15,31,-99,20360.89607,0,-99
124841,479741.5797,5024242.258,23203,-99,2,70,2048,284,1990,15,31,-99,34173.20182,0,-99
124842,536531.2514,4996251.131,23204,-99,2,300,2048,284,1990,15,31,-99,32877.6859,0,-99
124844,455482.3043,4945000.505,23206,-99,2,75,2048,284,1990,15,31,-99,32833.04123,0,-99
124845,472449.579,5017587.475,23207,-99,2,25,2048,284,1990,15,31,-99,8130.565901,0,-99
124837,555892.5926,4874191.855,23208,-99,2,60,2048,284,1990,32,46,-99,15788.64023,0,-99
124839,545700.1282,4987884.286,23209,-99,2,35,2048,284,1990,32,46,-99,7254.686788,0,-99
124840,472525.8608,5016844.979,23210,-99,2,25,2048,284,1990,32,46,-99,20360.89607,0,-99
124841,479741.5797,5024242.258,23211,-99,2,70,2048,284,1990,32,46,-99,34173.20182,0,-99
124842,536531.2514,4996251.131,23212,-99,2,300,2048,284,1990,32,46,-99,32877.6859,0,-99
124844,455482.3043,4945000.505,23214,-99,2,75,2048,284,1990,32,46,-99,32833.04123,0,-99
124845,472449.579,5017587.475,23215,-99,2,25,2048,284,1990,32,46,-99,8130.565901,0,-99
124838,476825.2105,5028795.893,23216,-99,2,25,2048,284,1990,32,60,-99,6238.266703,0,-99
124837,555892.5926,4874191.855,23217,-99,2,60,2048,284,1990,47,60,-99,15788.64023,0,-99
124839,545700.1282,4987884.286,23218,-99,2,35,2048,284,1990,47,60,-99,7254.686788,0,-99
124840,472525.8608,5016844.979,23219,-99,2,25,2048,284,1990,47,60,-99,20360.89607,0,-99
124841,479741.5797,5024242.258,23220,-99,2,70,2048,284,1990,47,60,-99,34173.20182,0,-99
124842,536531.2514,4996251.131,23221,-99,2,300,2048,284,1990,47,60,-99,32877.6859,0,-99
124844,455482.3043,4945000.505,23223,-99,2,75,2048,284,1990,47,60,-99,32833.04123,0,-99
124845,472449.579,5017587.475,23224,-99,2,25,2048,284,1990,47,60,-99,8130.565901,0,-99
124837,555892.5926,4874191.855,23225,-99,2,60,2048,284,1990,60,74,-99,15788.64023,0,-99
124839,545700.1282,4987884.286,23226,-99,2,35,2048,284,1990,60,74,-99,7254.686788,0,-99
124840,472525.8608,5016844.979,23227,-99,2,25,2048,284,1990,60,74,-99,20360.89607,0,-99
124841,479741.5797,5024242.258,23228,-99,2,70,2048,284,1990,60,74,-99,34173.20182,0,-99
124842,536531.2514,4996251.131,23229,-99,2,300,2048,284,1990,60,74,-99,32877.6859,0,-99
124844,455482.3043,4945000.505,23231,-99,2,75,2048,284,1990,60,74,-99,32833.04123,0,-99
124845,472449.579,5017587.475,23232,-99,2,25,2048,284,1990,60,74,-99,8130.565901,0,-99
124838,476825.2105,5028795.893,23233,-99,2,25,2048,284,1990,60,90,-99,6238.266703,0,-99
124837,555892.5926,4874191.855,23234,-99,2,60,2048,284,1990,75,90,-99,15788.64023,0,-99
124839,545700.1282,4987884.286,23235,-99,2,35,2048,284,1990,75,90,-99,7254.686788,0,-99
124840,472525.8608,5016844.979,23236,-99,2,25,2048,284,1990,75,90,-99,20360.89607,0,-99
124841,479741.5797,5024242.258,23237,-99,2,70,2048,284,1990,75,90,-99,34173.20182,0,-99
124842,536531.2514,4996251.131,23238,-99,2,300,2048,284,1990,75,90,-99,32877.6859,0,-99
124844,455482.3043,4945000.505,23240,-99,2,75,2048,284,1990,75,90,-99,32833.04123,0,-99
124845,472449.579,5017587.475,23241,-99,2,25,2048,284,1990,75,90,-99,8130.565901,0,-99
124837,555892.5926,4874191.855,23242,-99,2,60,2048,284,1990,91,105,-99,15788.64023,0,-99
124839,545700.1282,4987884.286,23243,-99,2,35,2048,284,1990,91,105,-99,7254.686788,0,-99
124840,472525.8608,5016844.979,23244,-99,2,25,2048,284,1990,91,105,-99,20360.89607,0,-99
124841,479741.5797,5024242.258,23245,-99,2,70,2048,284,1990,91,105,-99,34173.20182,0,-99
124842,536531.2514,4996251.131,23246,-99,2,300,2048,284,1990,91,105,-99,32877.6859,0,-99
124844,455482.3043,4945000.505,23248,-99,2,75,2048,284,1990,91,105,-99,32833.04123,0,-99
124845,472449.579,5017587.475,23249,-99,2,25,2048,284,1990,91,105,-99,8130.565901,0,-99
124838,476825.2105,5028795.893,23250,-99,2,25,2048,284,1990,91,120,-99,6238.266703,0,-99
124837,555892.5926,4874191.855,23251,-99,2,60,2048,284,1990,106,120,-99,15788.64023,0,-99
124839,545700.1282,4987884.286,23252,-99,2,35,2048,284,1990,106,120,-99,7254.686788,0,-99
124840,472525.8608,5016844.979,23253,-99,2,25,2048,284,1990,106,120,-99,20360.89607,0,-99
124841,479741.5797,5024242.258,23254,-99,2,70,2048,284,1990,106,120,-99,34173.20182,0,-99
124842,536531.2514,4996251.131,23255,-99,2,300,2048,284,1990,106,120,-99,32877.6859,0,-99
124844,455482.3043,4945000.505,23257,-99,2,75,2048,284,1990,106,120,-99,32833.04123,0,-99
124845,472449.579,5017587.475,23258,-99,2,25,2048,284,1990,106,120,-99,8130.565901,0,-99
124837,555892.5926,4874191.855,23259,-99,2,60,2048,284,1990,121,135,-99,15788.64023,0,-99
124839,545700.1282,4987884.286,23260,-99,2,35,2048,284,1990,121,135,-99,7254.686788,0,-99
124840,472525.8608,5016844.979,23261,-99,2,25,2048,284,1990,121,135,-99,20360.89607,0,-99
124841,479741.5797,5024242.258,23262,-99,2,70,2048,284,1990,121,135,-99,34173.20182,0,-99
124842,536531.2514,4996251.131,23263,-99,2,300,2048,284,1990,121,135,-99,32877.6859,0,-99
124844,455482.3043,4945000.505,23265,-99,2,75,2048,284,1990,121,135,-99,32833.04123,0,-99
124845,472449.579,5017587.475,23266,-99,2,19.6,2048,284,1990,121,135,-99,8130.565901,0,-99
124838,476825.2105,5028795.893,23267,-99,2,15.5,2048,284,1990,121,151,-99,6238.266703,0,-99
124837,555892.5926,4874191.855,23268,-99,2,60,2048,284,1990,136,151,-99,15788.64023,0,-99
124839,545700.1282,4987884.286,23269,-99,2,35,2048,284,1990,136,151,-99,7254.686788,0,-99
124840,472525.8608,5016844.979,23270,-99,2,25,2048,284,1990,136,151,-99,20360.89607,0,-99
124841,479741.5797,5024242.258,23271,-99,2,70,2048,284,1990,136,151,-99,34173.20182,0,-99
124842,536531.2514,4996251.131,23272,-99,2,300,2048,284,1990,136,151,-99,32877.6859,0,-99
124844,455482.3043,4945000.505,23274,-99,2,75,2048,284,1990,136,151,-99,32833.04123,0,-99
124845,472449.579,5017587.475,23275,-99,2,19.6,2048,284,1990,136,151,-99,8130.565901,0,-99
124837,555892.5926,4874191.855,23276,-99,2,25,2048,284,1990,152,166,-99,15788.64023,0,-99
124838,476825.2105,5028795.893,23277,-99,2,8,2048,284,1990,152,166,-99,6238.266703,0,-99
124839,545700.1282,4987884.286,23278,-99,2,8,2048,284,1990,152,166,-99,7254.686788,0,-99
124840,472525.8608,5016844.979,23279,-99,2,6,2048,284,1990,152,166,-99,20360.89607,0,-99
124841,479741.5797,5024242.258,23280,-99,2,40,2048,284,1990,152,166,-99,34173.20182,0,-99
124842,536531.2514,4996251.131,23281,-99,2,200,2048,284,1990,152,166,-99,32877.6859,0,-99
124844,455482.3043,4945000.505,23283,-99,2,40,2048,284,1990,152,166,-99,32833.04123,0,-99
124845,472449.579,5017587.475,23284,-99,2,5,2048,284,1990,152,166,-99,8130.565901,0,-99
124843,467967.1587,4937733.61,24769,-99,2,70,2048,284,1990,152,181,23762905,23762879,0,-99
124837,555892.5926,4874191.855,23285,-99,2,18,2048,284,1990,167,181,-99,15788.64023,0,-99
124838,476825.2105,5028795.893,23286,-99,2,6,2048,284,1990,167,181,-99,6238.266703,0,-99
124839,545700.1282,4987884.286,23287,-99,2,6,2048,284,1990,167,181,-99,7254.686788,0,-99
124840,472525.8608,5016844.979,23288,-99,2,4,2048,284,1990,167,181,-99,20360.89607,0,-99
124841,479741.5797,5024242.258,23289,-99,2,25,2048,284,1990,167,181,-99,34173.20182,0,-99
124842,536531.2514,4996251.131,23290,-99,2,150,2048,284,1990,167,181,-99,32877.6859,0,-99
124844,455482.3043,4945000.505,23292,-99,2,15,2048,284,1990,167,181,-99,32833.04123,0,-99
124845,472449.579,5017587.475,23293,-99,2,3,2048,284,1990,167,181,-99,8130.565901,0,-99
124837,555892.5926,4874191.855,23294,-99,2,12,2048,284,1990,182,196,-99,15788.64023,0,-99
124838,476825.2105,5028795.893,23295,-99,2,3.88,2048,284,1990,182,196,-99,6238.266703,0,-99
124839,545700.1282,4987884.286,23296,-99,2,4,2048,284,1990,182,196,-99,7254.686788,0,-99
124840,472525.8608,5016844.979,23297,-99,2,4,2048,284,1990,182,196,-99,20360.89607,0,-99
124841,479741.5797,5024242.258,23298,-99,2,15,2048,284,1990,182,196,-99,34173.20182,0,-99
124842,536531.2514,4996251.131,23299,-99,2,100,2048,284,1990,182,196,-99,32877.6859,0,-99
124844,455482.3043,4945000.505,23301,-99,2,10,2048,284,1990,182,196,-99,32833.04123,0,-99
124845,472449.579,5017587.475,23302,-99,2,3,2048,284,1990,182,196,-99,8130.565901,0,-99
124843,467967.1587,4937733.61,24770,-99,2,20,2048,284,1990,182,212,23762905,23762879,0,-99
124837,555892.5926,4874191.855,23303,-99,2,10,2048,284,1990,197,212,-99,15788.64023,0,-99
124838,476825.2105,5028795.893,23304,-99,2,3,2048,284,1990,197,212,-99,6238.266703,0,-99
124839,545700.1282,4987884.286,23305,-99,2,4,2048,284,1990,197,212,-99,7254.686788,0,-99
124840,472525.8608,5016844.979,23306,-99,2,3,2048,284,1990,197,212,-99,20360.89607,0,-99
124841,479741.5797,5024242.258,23307,-99,2,10,2048,284,1990,197,212,-99,34173.20182,0,-99
124842,536531.2514,4996251.131,23308,-99,2,80,2048,284,1990,197,212,-99,32877.6859,0,-99
124844,455482.3043,4945000.505,23310,-99,2,6,2048,284,1990,197,212,-99,32833.04123,0,-99
124845,472449.579,5017587.475,23311,-99,2,2,2048,284,1990,197,212,-99,8130.565901,0,-99
124837,555892.5926,4874191.855,23312,-99,2,8,2048,284,1990,213,227,-99,15788.64023,0,-99
124839,545700.1282,4987884.286,23313,-99,2,4,2048,284,1990,213,227,-99,7254.686788,0,-99
124840,472525.8608,5016844.979,23314,-99,2,3,2048,284,1990,213,227,-99,20360.89607,0,-99
124841,479741.5797,5024242.258,23315,-99,2,10,2048,284,1990,213,227,-99,34173.20182,0,-99
124842,536531.2514,4996251.131,23316,-99,2,78.7,2048,284,1990,213,227,-99,32877.6859,0,-99
124844,455482.3043,4945000.505,23318,-99,2,6,2048,284,1990,213,227,-99,32833.04123,0,-99
124845,472449.579,5017587.475,23319,-99,2,2,2048,284,1990,213,227,-99,8130.565901,0,-99
124838,476825.2105,5028795.893,23320,-99,2,1.61,2048,284,1990,213,243,-99,6238.266703,0,-99
124843,467967.1587,4937733.61,24771,-99,2,15,2048,284,1990,213,273,23762905,23762879,0,-99
124837,555892.5926,4874191.855,23321,-99,2,8,2048,284,1990,228,242,-99,15788.64023,0,-99
124839,545700.1282,4987884.286,23322,-99,2,4,2048,284,1990,228,242,-99,7254.686788,0,-99
124840,472525.8608,5016844.979,23323,-99,2,3,2048,284,1990,228,242,-99,20360.89607,0,-99
124841,479741.5797,5024242.258,23324,-99,2,10,2048,284,1990,228,242,-99,34173.20182,0,-99
124842,536531.2514,4996251.131,23325,-99,2,78.7,2048,284,1990,228,242,-99,32877.6859,0,-99
124844,455482.3043,4945000.505,23327,-99,2,6,2048,284,1990,228,242,-99,32833.04123,0,-99
124845,472449.579,5017587.475,23328,-99,2,2,2048,284,1990,228,242,-99,8130.565901,0,-99
124837,555892.5926,4874191.855,23329,-99,2,8,2048,284,1990,244,258,-99,15788.64023,0,-99
124839,545700.1282,4987884.286,23330,-99,2,4,2048,284,1990,244,258,-99,7254.686788,0,-99
124840,472525.8608,5016844.979,23331,-99,2,3,2048,284,1990,244,258,-99,20360.89607,0,-99
124841,479741.5797,5024242.258,23332,-99,2,10,2048,284,1990,244,258,-99,34173.20182,0,-99
124842,536531.2514,4996251.131,23333,-99,2,80,2048,284,1990,244,258,-99,32877.6859,0,-99
124844,455482.3043,4945000.505,23335,-99,2,6,2048,284,1990,244,258,-99,32833.04123,0,-99
124845,472449.579,5017587.475,23336,-99,2,2,2048,284,1990,244,258,-99,8130.565901,0,-99
124838,476825.2105,5028795.893,23337,-99,2,1.58,2048,284,1990,244,273,-99,6238.266703,0,-99
124837,555892.5926,4874191.855,23338,-99,2,8,2048,284,1990,259,273,-99,15788.64023,0,-99
124839,545700.1282,4987884.286,23339,-99,2,4,2048,284,1990,259,273,-99,7254.686788,0,-99
124840,472525.8608,5016844.979,23340,-99,2,3,2048,284,1990,259,273,-99,20360.89607,0,-99
124841,479741.5797,5024242.258,23341,-99,2,10,2048,284,1990,259,273,-99,34173.20182,0,-99
124842,536531.2514,4996251.131,23342,-99,2,88.9,2048,284,1990,259,273,-99,32877.6859,0,-99
124844,455482.3043,4945000.505,23344,-99,2,6,2048,284,1990,259,273,-99,32833.04123,0,-99
124845,472449.579,5017587.475,23345,-99,2,2,2048,284,1990,259,273,-99,8130.565901,0,-99
124837,555892.5926,4874191.855,23346,-99,2,8,2048,284,1990,274,288,-99,15788.64023,0,-99
124838,476825.2105,5028795.893,23347,-99,2,2,2048,284,1990,274,288,-99,6238.266703,0,-99
124839,545700.1282,4987884.286,23348,-99,2,10,2048,284,1990,274,288,-99,7254.686788,0,-99
124840,472525.8608,5016844.979,23349,-99,2,3,2048,284,1990,274,288,-99,20360.89607,0,-99
124841,479741.5797,5024242.258,23350,-99,2,10,2048,284,1990,274,288,-99,34173.20182,0,-99
124842,536531.2514,4996251.131,23351,-99,2,166,2048,284,1990,274,288,-99,32877.6859,0,-99
124844,455482.3043,4945000.505,23353,-99,2,8,2048,284,1990,274,288,-99,32833.04123,0,-99
124845,472449.579,5017587.475,23354,-99,2,2,2048,284,1990,274,288,-99,8130.565901,0,-99
124843,467967.1587,4937733.61,24772,-99,2,38.7,2048,284,1990,274,304,23762905,23762879,0,-99
124837,555892.5926,4874191.855,23355,-99,2,8,2048,284,1990,289,304,-99,15788.64023,0,-99
124838,476825.2105,5028795.893,23356,-99,2,2.81,2048,284,1990,289,304,-99,6238.266703,0,-99
124839,545700.1282,4987884.286,23357,-99,2,10.2,2048,284,1990,289,304,-99,7254.686788,0,-99
124840,472525.8608,5016844.979,23358,-99,2,5,2048,284,1990,289,304,-99,20360.89607,0,-99
124841,479741.5797,5024242.258,23359,-99,2,10,2048,284,1990,289,304,-99,34173.20182,0,-99
124842,536531.2514,4996251.131,23360,-99,2,166,2048,284,1990,289,304,-99,32877.6859,0,-99
124844,455482.3043,4945000.505,23362,-99,2,18.7,2048,284,1990,289,304,-99,32833.04123,0,-99
124845,472449.579,5017587.475,23363,-99,2,3,2048,284,1990,289,304,-99,8130.565901,0,-99
124837,555892.5926,4874191.855,23364,-99,2,40,2048,284,1990,305,319,-99,15788.64023,0,-99
124839,545700.1282,4987884.286,23365,-99,2,25,2048,284,1990,305,319,-99,7254.686788,0,-99
124840,472525.8608,5016844.979,23366,-99,2,25,2048,284,1990,305,319,-99,20360.89607,0,-99
